date,Bower (JS),Clojars (Clojure),CPAN,CPAN (search),CRAN (R),Crates.io (Rust),Drupal (php),DUB (dlang),GoDoc (Go),Gopm (go),Hackage (Haskell),Hex.pm (Elixir/Erlang),Julia,LuaRocks (Lua),Maven Central (Java),MELPA (Emacs),Nimble (Nim),npm (node.js),nuget (.NET),Packagist (PHP),Pear (PHP),Perl 6 Ecosystem (perl 6),PyPI,Rubygems.org,Vim Scripts
2017/01/11,,17913,34784,34784,9884,7533,36339,922,,,10743,3427,,1335,172883,3462,,378720,70661,123637,602,765,96373,127723,
2017/01/12,,17918,34789,34790,9887,7548,36348,922,,,10747,3430,,1336,173008,3464,,379216,70743,123767,602,766,96461,127766,
2017/01/13,,17928,34799,34800,9896,7556,36358,924,,,10755,3438,,1342,173124,3466,,379755,70797,123914,602,766,96529,127800,
2017/01/14,,17931,34808,34808,9908,7573,36365,924,,,10759,3445,,1344,173196,3467,,380156,70844,124015,602,766,96598,127831,
2017/01/15,,17936,34814,34813,9915,7599,36366,924,,,10764,3448,,1346,173183,3467,,380472,70904,124084,602,769,96642,127853,
2017/01/16,,17939,34816,34817,9922,7610,36369,925,,,10778,3455,,1346,173241,3468,,380872,70929,124201,602,770,96687,127894,
2017/01/17,,17946,34822,34822,9926,7619,36384,925,,,10781,3459,,1346,173374,3470,,381388,71032,124344,602,772,96768,127946,
2017/01/18,,17958,34829,34828,9937,7632,36404,925,,,10785,3466,,1346,173479,3470,,381958,71151,124496,602,771,96840,127984,
2017/01/19,,17966,34834,34834,9944,7641,36420,925,,,10792,3473,,1348,173632,3472,,382508,71246,124634,602,771,96931,128022,
2017/01/20,,17979,34835,34836,9947,7654,36432,926,,,10803,3476,,1348,173741,3473,,383177,71302,124778,602,771,97003,128074,
2017/01/21,,17984,34842,34842,9949,7665,36439,927,,,10807,3482,,1348,173795,3473,,383564,71416,124885,602,771,97066,128114,
2017/01/22,,17987,34848,34848,9955,7677,36440,927,,,10811,3492,,1348,173894,3473,,383981,71449,124988,602,769,97117,128142,
2017/01/23,,17998,34851,34851,9964,7699,36445,928,,,10818,3502,,1349,173969,3473,,384418,71511,125107,602,771,97179,128172,
2017/01/24,,17999,34846,34846,9971,7707,36461,930,,,10824,3503,,1348,174208,3475,,384923,71592,125265,602,770,97264,128227,
2017/01/25,,18003,34853,34855,9979,7722,36473,930,,,10825,3506,,1349,174289,3478,,385405,71689,125413,602,770,97313,128268,
2017/01/26,,18008,34857,34858,9987,7729,36480,932,,,10827,3513,,1349,174461,3478,,385853,71728,125515,602,770,97375,128292,
2017/01/27,,18016,34861,34861,9996,7749,36493,932,,,10832,3524,,1350,174583,3478,,386300,71781,125644,602,771,97432,128322,
2017/01/28,,18030,34863,34866,10000,7760,36500,932,,,10839,3527,,1352,174667,3482,,386674,71850,125746,602,771,97488,128362,
2017/01/29,,18038,34867,34870,10007,7785,36511,933,,,10841,3531,,1353,174751,3487,,386959,71850,125834,602,772,97543,128389,
2017/01/30,,18042,34872,34872,10011,7810,36515,932,,,10845,3536,,1357,174902,3488,,387352,71850,125944,602,772,97623,128414,
2017/01/31,,18047,34878,34879,10016,7820,36526,935,,,10850,3544,,1358,174991,3488,,387806,71850,126066,602,772,97702,128458,
2017/02/01,,18058,34885,34885,10021,7836,36534,935,,,10856,3545,,1360,175100,3488,,389025,71850,126198,602,772,97784,128500,
2017/02/02,,18060,34889,34889,10028,7849,36541,936,,,10860,3555,,1360,175253,3488,,389525,71850,126338,602,772,97863,128530,
2017/02/03,,18068,34898,34900,10028,7863,36549,937,,,10863,3557,,1361,175399,3489,,390061,71850,126476,602,772,97940,128564,
2017/02/04,,18071,34908,34908,10033,7877,36554,937,,,10868,3564,,1361,175535,3490,,390472,71850,126602,602,773,98023,128603,
2017/02/05,,18077,34911,34912,10043,7891,36562,937,,,10873,3576,,1361,175691,3490,,390835,71850,126693,602,773,98088,128629,
2017/02/06,,18081,34916,34916,10045,7905,36567,938,,,10875,3582,,1361,175841,3494,,391306,71850,126790,602,773,98160,128673,
2017/02/07,,18096,34918,34918,10053,7914,36589,939,,,10878,3585,,1360,175960,3495,,391869,71850,126957,602,773,98235,128701,
2017/02/08,,18106,34921,34922,10058,7924,36596,,,,10887,3592,,1360,176058,3495,,392459,71850,127122,602,773,98308,128750,
2017/02/09,,18123,34928,34929,10061,7934,36605,940,,,10890,3596,,1360,176251,3498,,393036,71850,127258,602,773,98399,128793,
2017/02/10,,18133,34929,34929,10065,7943,36626,941,,,10903,3601,,1362,176354,3498,,393682,71850,127394,602,773,98478,128831,
2017/02/11,,18138,34934,34934,10069,7960,36632,941,,,10907,3607,,1362,176425,3498,,394264,71850,127504,602,773,98535,128865,
2017/02/12,,18140,34936,34936,10076,7975,36635,943,,,10911,3611,,1365,176464,3501,,394673,71850,127602,602,774,98585,128894,
2017/02/13,,18142,34941,34942,10081,7988,36639,943,,,10917,3616,,1366,176537,3503,,395236,71850,127704,602,775,98654,128928,
2017/02/14,,18150,34949,34950,10085,8005,36650,945,,,10920,3621,,1367,176619,3503,,395792,71850,127830,602,775,98721,128967,
2017/02/15,,18159,34948,34949,10090,8013,36657,945,,,10923,3627,,1367,176735,3505,,396307,71850,127972,602,775,98827,129006,
2017/02/16,,18161,34949,34949,10097,8025,36665,945,,,10928,3635,,1368,176896,3505,,396859,73158,128117,602,775,98909,129056,
2017/02/17,,18165,34952,34953,10098,8042,36670,946,,,10931,3642,,1369,176973,3506,,397414,73220,128261,602,775,98983,129103,
2017/02/18,,18171,34955,34956,10105,8053,36677,947,,,10933,3649,,1373,177087,3506,,397858,73327,128379,602,775,99047,129135,
2017/02/19,,18179,34960,34960,10112,8065,36682,947,,,10937,3653,,1373,177161,3506,,398231,73347,128473,602,776,99104,129154,
2017/02/20,,18188,34966,34966,10116,8087,36687,948,,,10945,3658,,1375,177292,3511,,398750,73409,128561,602,776,99170,129191,
2017/02/21,,18197,34975,34975,10128,8103,36696,949,,,10949,3674,,1376,177357,3512,,399362,73483,128709,602,776,99250,129231,
2017/02/22,,18206,34978,34978,10136,8114,36698,949,,,10957,3677,,1379,177553,3514,,399941,73603,128880,602,778,99325,129277,
2017/02/23,,18214,34981,34980,10146,8129,36708,950,,,10960,3684,,1379,177671,3516,,400557,73655,129057,602,778,99405,129319,
2017/02/24,,18224,34981,34981,10157,8139,36714,950,,,10962,3689,,1379,177749,3516,,401196,73715,129168,602,778,99401,129357,
2017/02/25,,18233,34985,34985,10162,8153,36723,950,,,10964,3696,,1379,177850,3516,,401602,73768,129292,602,779,99487,129394,
2017/02/26,,18238,34988,34989,10164,8177,36725,951,,,10964,3698,,1381,177894,3519,,402074,73812,129390,602,779,99545,129420,
2017/02/27,,18254,34994,34994,10175,8192,36732,954,,,10967,3705,,1383,178002,3519,,402596,73863,129526,602,779,99613,129450,
2017/02/28,,18267,35002,35002,10182,8207,36749,954,,,10971,3709,,1383,178095,3519,,403234,73977,129680,602,780,99679,129489,
2017/03/01,,18280,35003,35003,10185,8225,36765,955,,,10975,3711,,1383,178168,3520,,403817,73977,129789,602,780,99747,129526,
2017/03/02,,18286,35009,35009,10187,8241,36777,955,,,10980,3716,,1383,178277,3521,,404414,74109,129947,602,782,99831,129553,
2017/03/03,,18292,35013,35009,10198,8260,36785,957,,,10984,3723,,1385,178386,3523,,404982,74109,130119,602,783,99906,129576,
2017/03/04,,18297,35014,35014,10208,8274,36788,958,,,10987,3731,,1387,178505,3523,,405382,74297,130263,602,784,99971,129601,
2017/03/05,,18300,35020,35020,10211,8296,36791,958,,,10991,3731,,1388,178546,3531,,405837,74340,130348,602,786,100018,129625,
2017/03/06,,18304,35022,35024,10216,8318,36791,958,,,10999,3733,,1388,178663,3531,,406393,74414,130461,602,788,100080,129652,
2017/03/07,,18317,35027,35028,10222,8337,36803,958,,,11006,3743,,1391,178754,3532,,406965,74464,130600,602,789,100176,129707,
2017/03/08,,18322,35028,35026,10229,8351,36813,958,,,11014,3751,,1395,178907,3533,,407545,74464,130789,602,789,100246,129763,
2017/03/09,,18328,35034,35034,10236,8357,36833,959,,,11021,3757,,1396,179018,3533,,408189,74687,130925,602,789,100332,129808,
2017/03/10,,18335,35037,35037,10241,8375,36847,959,,,11028,3763,,1397,179081,3533,,408756,74733,131084,602,791,100416,129840,
2017/03/11,,18345,35039,35039,10248,8387,36850,960,,,11034,3769,,1398,179173,3543,,409216,74814,131229,602,791,100476,129871,
2017/03/12,,18350,35046,35046,10252,8398,36853,961,,,11038,3772,,1398,179288,3543,,409582,74837,131315,602,791,100514,129895,
2017/03/13,,18358,35050,35050,10255,8417,36854,962,,,11042,3773,,1398,179383,3545,,410097,74856,131456,602,793,100572,129931,
2017/03/14,,18364,35058,35058,10261,8429,36864,965,,,11058,3777,,1399,179463,3543,,410875,74931,131611,602,794,100658,129989,
2017/03/15,,18384,35061,35061,10265,8441,36875,966,,,11065,3781,,1401,179622,3543,,411463,75054,131770,602,794,100737,130026,
2017/03/16,,18392,35062,35062,10280,8450,36881,969,,,11068,3791,,1402,179802,3545,,412145,75214,131970,602,795,100814,130068,
2017/03/17,,18398,35063,35063,10288,8468,36888,969,,18826,11069,3798,,1401,180002,3548,,412740,75261,132106,602,795,100893,130110,
2017/03/18,,18416,35065,35065,10289,8478,36896,969,,18828,11079,3805,,1402,180111,3548,,413235,75324,132216,602,795,100963,130142,
2017/03/19,,18427,35069,35069,10295,8488,36902,971,,18831,11083,3811,,1402,180180,3554,,413646,75394,132308,602,796,101016,130175,
2017/03/20,,18433,35071,35072,10300,8511,36893,973,,18834,11089,3819,,1404,180264,3556,,414245,75436,132455,602,796,101076,130208,
2017/03/21,,18445,35079,35079,10302,8520,36909,974,,18834,11095,3825,,1405,180370,3556,,414903,75467,132654,602,796,101149,130255,
2017/03/22,,18453,35083,35083,10312,8536,36919,977,,18835,11098,3830,,1405,180544,3556,,415550,75565,132811,602,796,101238,130302,
2017/03/23,,18465,35088,35088,10327,8556,36939,977,,18837,11104,3832,,1405,180612,3556,,416162,75618,132951,602,796,101333,130341,
2017/03/24,,18469,35071,35071,10337,8574,36946,977,,18838,11106,3837,,1405,180695,3558,,416716,75659,133185,602,796,101422,130383,
2017/03/25,,18474,35076,35076,10344,8584,36954,978,,18840,11106,3841,,1405,180761,3562,,417131,75803,133278,602,797,101484,130424,
2017/03/26,,18478,35077,35077,10326,8593,36954,978,,18842,11111,3844,,1405,180849,3568,,417460,75803,133338,602,797,101539,130443,
2017/03/27,,18486,35078,35078,10327,8608,36959,978,,18845,11114,3851,,1408,180958,3568,,417937,75803,133500,602,797,101610,130474,
2017/03/28,,18494,35079,35079,10335,8618,36978,980,,18849,11119,3859,,1409,181033,3570,,418484,75803,133639,602,798,101691,130517,
2017/03/29,,18503,35086,35086,10344,8632,36992,980,,18854,11120,3863,,1410,181097,3573,,419030,75803,133860,602,798,101796,130565,
2017/03/30,,18517,35086,35087,10353,8641,36998,981,,18859,11124,3870,,1410,181286,3573,,419592,75803,134028,602,798,101877,130604,
2017/03/31,,18522,35095,35095,10356,8650,37016,982,,18865,11133,3874,,1411,181371,3573,,420177,76384,134162,602,798,101950,130637,
2017/04/01,,18533,35098,35098,10361,8660,37024,982,,18866,11135,3879,,1411,181559,3573,,420643,76496,134270,602,799,102025,130683,
2017/04/02,,18538,35102,35102,10366,8675,37034,982,,18867,11138,3884,1321,1411,181624,3578,,421036,76559,134378,602,799,102082,130705,
2017/04/03,,18546,35101,35100,10374,8686,37040,982,,18867,11144,3894,1324,1411,181726,3580,,421619,76593,134460,602,799,102166,130725,
2017/04/04,,18553,35104,35104,10385,8704,37056,982,,18868,11146,3903,1324,1412,181941,3581,,422476,76723,134592,602,799,102250,130762,
2017/04/05,,18562,35106,35106,10395,8716,37067,982,,18878,11151,3913,1324,1413,182060,3581,,423219,76809,134725,602,800,102373,130793,
2017/04/06,,18570,35106,35106,10399,8727,37084,983,,18885,11151,3917,1325,1413,182267,3586,,423855,76931,134891,602,800,102466,130841,
2017/04/07,,18572,35107,35108,10402,8744,37086,985,,18893,11155,3926,1327,,182414,3585,,425360,76869,135052,602,802,102581,130879,
2017/04/08,,18578,35110,35110,10409,8760,37101,986,,18894,11157,3929,1327,1416,182500,3585,,425989,76948,135166,602,802,102670,130911,
2017/04/09,,18587,35111,35111,10409,8768,37105,988,,18895,11161,3933,1327,1418,182561,3587,,426365,76980,135283,602,803,102726,130936,
2017/04/10,,18592,35113,35113,10418,8786,37113,988,,18900,11166,3941,1327,1418,182686,3587,,426872,77034,135402,602,803,102880,130967,
2017/04/11,,18601,35115,35115,10426,8801,37123,,,,11172,3956,1327,1418,182833,3587,,427812,77061,135583,602,804,104016,131012,
2017/04/12,,18616,35117,35117,10430,8814,37133,989,,18904,11178,3963,1327,1418,182973,3590,,428979,77277,135728,602,804,105623,131049,
2017/04/13,,18627,35118,35118,10439,8831,37150,989,,18915,11183,3976,1327,1419,183076,3594,,429548,77263,135856,602,807,105716,131074,
2017/04/14,,18629,35120,35120,10449,8838,37162,990,,18917,11190,3986,1337,1420,183221,3599,,430039,77373,135971,602,809,105824,131109,
2017/04/15,,18639,35127,35127,10459,8856,37177,990,,18920,11193,3992,1340,1421,183302,3598,,430470,77488,136069,602,809,105880,131139,
2017/04/16,,18645,35131,35131,10453,8870,37180,990,,18926,11197,3995,1340,1421,183302,3599,,430862,77528,136155,602,809,105928,131164,
2017/04/17,,18656,35133,35133,10454,8878,37185,992,,18935,11204,3999,1340,1422,183302,3601,,431701,77577,136232,602,809,105985,131186,
2017/04/18,,18673,35134,35134,10464,8893,37200,994,,18940,11209,4006,1341,1426,183642,3601,,434083,77638,136336,602,810,106062,131228,
2017/04/19,,18680,35133,35133,10472,8906,37218,994,,18942,11209,4012,1343,1426,183791,3602,,435572,77769,136482,602,810,106168,131266,
2017/04/20,,18691,35133,35133,10478,8919,37224,994,,18948,11210,4017,1344,1426,183998,3607,,436881,77759,136643,602,810,106260,131303,
2017/04/21,,18694,35138,35138,10485,8941,37234,995,,18949,11213,4022,1344,1426,184100,3607,,438794,77837,136774,602,810,106353,131348,
2017/04/22,,18706,35140,35140,10487,8952,37245,995,,18952,11217,4028,1348,1428,184211,3608,,440564,77926,136875,602,810,106427,131377,
2017/04/23,,18706,35142,35142,10489,8967,37252,997,,18953,11220,4034,1347,1428,184267,3609,,441582,77968,137006,602,811,106490,131404,
2017/04/24,,18720,35147,35147,10500,8974,37257,998,,18963,11226,4039,1347,1428,184374,3610,,442183,78022,137121,602,814,106590,131431,
2017/04/25,,18732,35152,35152,10470,8998,37268,999,,18964,11237,4045,1351,1428,184558,3612,,443024,78080,137241,602,812,106636,131471,
2017/04/26,,18735,35158,35158,10480,9015,37286,1000,,18966,11243,4058,1352,1430,184682,3612,,443826,78178,137388,602,813,106726,131515,
2017/04/27,,18743,35163,35163,10489,9028,37299,1002,,18969,11247,4064,1356,1430,184789,3612,,444419,78241,137528,602,815,106822,131552,
2017/04/28,,18754,35168,35168,10497,9043,37307,1002,,18969,11251,4068,1362,1430,184974,3612,,445025,78304,137664,602,814,106920,131585,
2017/04/29,,18759,35169,35169,10502,9055,37321,1003,,18969,11258,4071,1363,1430,185178,3613,,445432,78354,137749,602,814,107000,131609,
2017/04/30,,18760,35170,35170,10506,9063,37321,1003,,18970,11259,4074,1362,1430,185227,3613,,445797,78408,137824,602,816,107051,131633,
2017/05/01,,18770,35171,35171,10510,9081,37329,1003,,,11270,4086,1363,1430,185279,3613,,446198,78438,137918,602,816,107123,131661,
2017/05/02,,18779,35173,35173,10519,9092,37338,1003,,18979,11272,4090,1364,1430,185474,3613,,446771,78537,138035,602,817,107186,131689,
2017/05/03,,18785,35177,35177,10527,9104,37347,1004,,18980,11276,4092,1364,1430,185699,3613,,447325,78614,138186,602,819,107280,131735,
2017/05/04,,18799,35181,35184,10544,9120,37363,1004,,18980,11281,4096,1365,1430,185796,3613,,447956,78678,138326,602,818,107362,131768,
2017/05/05,,18806,35185,35185,10551,9139,37367,1004,,18989,11285,4106,1367,1432,185995,3613,,448523,78769,138457,602,818,107470,131808,
2017/05/06,,18814,35185,35185,10563,9156,37382,1004,,18995,11292,4111,1370,1432,186099,3615,,448951,78826,138544,602,818,107556,131844,
2017/05/07,,18816,35187,35189,10563,9179,37385,1006,,18995,11296,4116,1370,1432,186191,3616,,449334,78858,138615,602,818,107611,131871,
2017/05/08,,18824,35188,35188,10563,9190,37391,1007,,18996,11301,4116,1370,1433,186308,3616,,449835,78955,138725,602,818,107698,131904,
2017/05/09,,18831,35190,35190,10577,9207,37407,1007,,19005,11303,4122,1370,1435,186534,3617,,450385,78926,138877,602,819,107777,131941,
2017/05/10,,18841,35199,35199,10583,9220,37419,1008,,19013,11306,4127,1370,1436,186658,3617,,450967,79026,139035,602,820,107845,131976,
2017/05/11,,18846,35202,35202,10591,9245,37436,1008,,19018,11320,4133,1373,1436,186751,3617,,451561,79353,139133,602,820,107927,132012,
2017/05/12,,18857,35214,35214,10602,9248,37450,1008,,19030,11320,4144,1373,1437,186885,3617,,452086,79364,139276,602,825,108009,132055,
2017/05/13,,18863,35221,35222,10610,9256,37455,1008,,19031,11325,4147,1373,1437,187013,3620,,452489,79423,139397,602,827,108079,132072,
2017/05/14,,18869,35225,35225,10612,9272,37458,1010,,19033,11326,4154,1381,1437,187079,3620,,452835,79519,139487,602,831,108132,132091,5435
2017/05/15,,18876,35226,35226,10621,9286,37463,1012,,19039,11337,4162,1381,1438,187151,3620,,453320,79552,139588,602,833,108193,132121,5435
2017/05/16,,18885,35233,35233,10629,9300,37466,1014,,19039,11342,4166,1382,1439,187354,3620,,453912,79670,139762,602,834,108267,132156,5436
2017/05/17,,18900,35234,35234,10633,9312,37480,1016,,19045,11347,4176,1382,1441,187446,3620,,454495,79828,139900,602,835,108349,132198,5436
2017/05/18,,18910,35236,35236,10644,9331,37490,1016,,19048,11350,4183,1383,1444,187528,3620,,455061,79947,140025,602,834,108427,132238,5436
2017/05/19,,18919,35239,35239,10656,9340,37502,1016,,19051,11351,4184,1383,1447,187644,3621,,455654,80011,140148,602,835,108514,132277,5437
2017/05/20,,18932,35241,35241,10663,9409,37509,1017,,19051,11352,4188,1384,1447,187720,3623,,456098,80114,140245,602,835,108568,132299,5437
2017/05/21,,18938,35243,35243,10669,9423,37514,1018,,19058,11358,4189,1384,1447,187789,3627,,456493,80193,140319,602,835,108623,132316,5438
2017/05/22,,18945,35244,,,,37516,,,19060,,,1385,,,,,456999,,,,838,,,5438
2017/05/23,,,,,,,,,,,,,,,,,,457627,,,,,,,
2017/05/24,,18966,35247,35247,10683,9460,37546,1017,,19065,11374,4202,1388,1449,188174,3629,,458275,80407,140757,602,838,108926,132425,5439
2017/05/25,,18974,35247,35248,10685,9481,37560,1018,,19068,11378,4208,1390,1451,188352,3629,,458773,80491,140893,602,839,109017,132468,5440
2017/05/26,,18985,35252,35252,10693,9498,37571,1020,,19075,11380,4214,1393,1452,188445,3629,,461856,80607,141014,602,839,109110,132487,5441
2017/05/27,,19000,35260,35260,10694,9510,37577,1024,,19087,11390,4221,1396,1454,188522,3630,,462471,80705,141154,602,840,109174,132510,5442
2017/05/28,,,,,,,,,,19087,,,1398,,,,,463185,,,,,,,5442
2017/05/29,,,,,10712,,37587,,,19087,,4229,1398,,,,,463929,,,,837,,,5442
2017/05/30,,,,35269,,,,,,,,,1401,,,,,465018,80817,,,,,,5442
2017/05/31,,,,,,,,,,,,,,,,,,466236,,,,,,,
2017/06/01,,19046,35278,35278,10732,9598,37626,,,19092,11402,4255,1402,1458,188913,3632,,462190,81197,141763,602,828,108864,132675,5442
2017/06/02,,,,35281,,,,,,,,,,,,,,,,,,,,,
2017/06/03,,19058,35284,35284,10741,9634,37650,,,19095,11410,4267,1408,1459,189184,3632,,463187,81243,141985,602,829,109047,132751,5442
2017/06/04,,19063,35285,35285,10750,9656,37653,,,19098,11411,4269,1409,1459,189218,3640,,463511,81290,142057,602,830,109113,132771,5442
2017/06/05,,,,,,,,,,,,,,,,,,,81360,,,,,,
2017/06/06,,19081,35290,35290,10762,9702,37669,,,19106,11417,4282,1411,1459,189506,3642,,464514,81437,142307,602,833,109274,132830,5443
2017/06/07,,,,,,,,,,,,,,,,,,465121,,,,,,,
2017/06/08,,19096,35295,35295,10786,9738,37693,,,19114,11429,4290,1413,1459,189681,3642,,465694,81608,142592,602,834,109494,132913,5443
2017/06/09,,19103,35305,35305,10790,9754,37701,,,19115,11430,4296,1417,1459,189799,3642,,466263,81707,142724,602,834,109599,132941,5443
2017/06/10,,,,,,,,,,,,,,,,,,,81830,,,,,,
2017/06/11,,,,,,,,,,,,,,,,,,467040,,,,,,,
2017/06/12,,19122,35321,35320,10807,9796,37713,,,19125,11440,4314,1426,1461,189969,3650,,467598,81919,143021,602,836,109807,133000,5444
2017/06/13,,,,,,,,,,,,,,,,,,468200,,,,,,,
2017/06/14,,19142,35330,35330,10820,9829,37739,,,19136,11447,4325,1432,1461,190232,3650,,468836,82179,143300,602,835,109990,133090,5446
2017/06/15,,19148,35331,35331,10828,9848,37751,,,19145,11448,4327,1432,1462,190359,3651,,469420,82248,143465,602,836,110072,133123,5447
2017/06/16,,,,,,,,,,,,,,,,,,470011,,,,,,,
2017/06/17,,,,,,,,,,,,,,,,,,470436,,,,,,,
2017/06/18,,,,,,,,,,,,,,,,,,,82426,,,,,,
2017/06/19,,19177,35342,35342,10858,9908,37781,,,19158,11469,4352,1438,1467,190709,3652,,471311,82531,143905,602,837,110323,133240,5448
2017/06/20,,19182,35355,35355,10865,9936,37791,,,19164,11472,4360,1439,1467,190800,3652,,471913,82512,144036,602,837,110408,133268,5451
2017/06/21,,19186,35365,35365,10877,9973,37804,,,19165,11474,4361,1439,1467,190917,3652,,472522,82575,144173,602,837,110486,133319,5453
2017/06/22,,19195,35370,35370,10888,9984,37819,,,19167,11476,4366,1440,1470,191014,3652,,473077,82689,144313,602,837,110600,133372,5453
2017/06/23,,,,,,,,,,,,,,,,,,,82833,,,,,,
2017/06/24,,,,,,,,,,,,,,,,,,474007,,,,,,,
2017/06/25,,,,,,,,,,,,,,,,,,474331,,,,,,,
2017/06/26,,19224,35394,35394,10919,10053,37845,,,19179,11490,4395,1446,1474,191329,3662,,474814,82962,144808,602,840,110861,133502,5454
2017/06/27,,19239,35394,35399,10929,10065,37851,,,19180,11497,4400,1447,1475,191404,3662,,475484,83047,144998,602,840,110941,133542,5455
2017/06/28,,19244,35404,,10937,10076,37858,,,19186,11497,4404,1449,1475,191557,3663,,,83169,145137,602,840,111026,,5455
2017/06/29,,19254,35405,35405,10951,10086,37872,,,19188,11500,4414,1449,1475,191757,3663,,476682,83247,145343,602,841,111114,133615,5455
2017/06/30,,,,,,,,,,,,,,,,,,477185,,,,,,,
2017/07/01,,19269,35410,35410,10964,10120,37882,,,19198,11510,4418,1456,1477,192000,3663,,477546,83366,145611,602,842,111266,133684,5455
2017/07/02,,,,,10962,10138,37883,,,19199,11516,4422,1437,1477,192112,3664,,477950,,145707,,842,,,5455
2017/07/03,,19280,35416,35416,10968,10149,37885,,,19203,11519,4425,1457,1477,192228,3664,,478456,83444,145793,602,842,111392,133732,5456
2017/07/04,,19287,35421,35421,10975,10158,37898,,,19205,11522,4437,1457,1480,192392,3664,,478953,83565,145939,602,842,111459,133754,5456
2017/07/05,,,,,,,,,,,,,,,,,,,83649,,,,,,
2017/07/06,,19300,35425,35425,10990,10187,37920,,,19211,11526,4457,1458,1483,192551,3664,,480095,83747,146229,602,842,111583,133829,5457
2017/07/07,,19302,35429,35429,11000,10208,37929,,,19216,11527,4465,1459,1483,192647,3664,,480628,83833,146421,602,843,111667,133877,5457
2017/07/08,,19307,35418,35418,11007,10218,37935,,,19223,11530,4469,1459,1483,192703,3664,,480972,84014,146533,602,843,111749,133924,5457
2017/07/09,,19316,35422,35422,11012,10228,37940,,,19223,11536,4471,1459,1482,192780,3674,,481269,84044,146608,602,844,111797,133950,5457
2017/07/10,,19321,35422,35422,11018,10242,37941,,,19223,11537,4477,1459,1484,192855,3674,,,,146734,602,809,111859,,5457
2017/07/11,,19336,35428,35428,11022,10256,37953,,,19226,11541,4483,1461,1484,192977,3675,,482353,84155,146903,602,845,111941,134025,5458
2017/07/12,,19344,35437,35438,11038,10265,37965,,,19228,11543,4489,1461,1484,193086,3677,,482971,84333,147037,602,845,112042,134080,5458
2017/07/13,,19373,35446,35446,11044,10277,37970,,,19232,11545,4496,1461,1486,193177,3678,,483561,84333,147180,602,845,112132,134139,5459
2017/07/14,,,,,,,,,,,,,,,,,,484110,,,,,,,
2017/07/15,,19392,35448,35448,11067,10307,37985,,,19236,11550,4511,1466,1490,193272,3686,,484545,84613,147457,602,845,112301,134228,5461
2017/07/16,,,,,,,,,,,,,1465,,,,,484914,,,,,,134250,5462
2017/07/17,,19405,35449,35449,11084,10358,38003,,,19245,11555,4518,1467,1490,193402,3690,,485448,84723,147654,602,845,112418,134279,5462
2017/07/18,,19409,35456,35456,11093,10366,38015,,,19246,11556,4522,1467,1491,193524,3690,,486172,84750,147812,602,846,112512,134333,5462
2017/07/19,,,,,,,,,,,,,,,,,,486900,,,,,,,
2017/07/20,,,,35460,,10404,38036,,,19262,,,1467,1493,,,,487470,,,,849,,134414,5462
2017/07/21,,19434,35466,35466,11110,10417,38049,,,19263,11565,4536,1469,1493,193869,3690,,488060,84997,148236,602,852,112775,134448,5463
2017/07/22,,19440,35463,35463,11110,10425,38060,,,19265,11569,4541,1471,1493,193971,3699,,488424,85060,148346,602,852,112860,134463,5463
2017/07/23,,19444,35467,35469,11114,10450,38062,,,19269,11574,4544,1472,1494,194017,3706,,488791,85132,148422,602,852,112951,134481,5463
2017/07/24,,19451,35473,35473,11122,10471,38072,,,19277,11581,4553,1472,1493,194146,3706,,489313,85176,148542,602,852,113008,134509,5463
2017/07/25,,,,,,,,,,,,,,,,,,489989,,,,,,,
2017/07/26,,19467,35489,35486,11137,10512,38099,,,19286,11589,4566,1473,1495,194435,3707,,490586,85305,148880,602,853,113171,134565,5465
2017/07/27,,19471,35492,35493,11149,10523,38114,,,19297,11590,4577,1474,1497,194665,3703,,491178,,149040,602,854,113255,134604,5465
2017/07/28,,19478,35496,35496,11155,10531,38133,,,19300,11592,4587,1476,1498,194805,3703,,491737,85532,149172,602,855,113346,134635,5465
2017/07/29,,19483,35498,35498,11157,10544,38138,,,19312,11603,4588,1476,1499,194954,3713,,492135,85631,149282,602,855,113408,134670,
2017/07/30,,,,,,,,,,,,,,,,,,492482,,,,,,,
2017/07/31,,,,,,,,,,,,,,,,,,492955,,,,,,,
2017/08/01,,19500,35515,35515,11161,10588,38190,,,19318,11614,4603,1478,1501,,3713,,493505,85765,149699,602,859,113602,134764,5465
2017/08/02,,,,,,,,,,,,,,,,,,494137,,,,,,,
2017/08/03,,,,,,,,,,,,,,,,,,494696,,,,,,,
2017/08/04,,19515,35537,35538,11179,10639,38218,,,19330,11623,4621,1485,1506,195714,3713,,495339,86021,150144,602,862,113857,134888,5465
2017/08/05,,,,,,,,,,,,,,,,,,495729,,,,,,,
2017/08/06,,19519,35546,35546,11191,10666,38232,1090,,19338,11631,4631,1489,1508,195814,3713,,496050,86147,150347,602,864,113971,134929,5465
2017/08/07,,19519,35551,35551,11195,10680,38241,1091,,19340,11636,4632,1494,1508,195879,3713,,496511,86183,150489,602,863,114034,134951,5465
2017/08/08,,19527,35555,35555,11202,10699,38247,1091,,19342,11640,4636,1495,1509,195991,3723,,497185,86288,150634,602,864,114111,134996,5465
2017/08/09,,19530,35560,35559,11208,10707,38252,1093,,19344,11645,4639,1496,1509,196099,3728,,497753,86411,150815,602,870,114202,135027,5465
