date,Bower (JS),Clojars (Clojure),CPAN,CPAN (search),CRAN (R),Crates.io (Rust),Drupal (php),DUB (dlang),GoDoc (Go),Gopm (go),Hackage (Haskell),Hex.pm (Elixir/Erlang),Julia,LuaRocks (Lua),Maven Central (Java),MELPA (Emacs),Nimble (Nim),npm (node.js),nuget (.NET),Packagist (PHP),Pear (PHP),Perl 6 Ecosystem (perl 6),PyPI,Rubygems.org,Vim Scripts
2010/03/20,,,17607,,,,,,,,,,,,,,,,,,,,,11457,
2010/03/21,,,,,,,,,,,,,,,,,,,,,,,,,
2010/03/22,,,17611,,,,,,,,,,,,,,,,,,,,,11500,
2010/03/23,,,17613,,,,,,,,,,,,,,,,,,,,9362,11531,
2010/03/24,,,17619,,,,,,,,,,,,,,,,,,,,9375,11556,
2010/03/25,,,17627,,,,,,,,,,,,,,,,,,,,9391,11584,
2010/03/26,,,17637,,,,,,,,,,,,,,,,,,,,9398,11620,
2010/03/27,,,17642,,,,,,,,,,,,,,,,,,,,9403,11659,
2010/03/28,,,17650,,,,,,,,,,,,,,,,,,,,9414,11687,
2010/03/29,,,17660,,,,,,,,,,,,,,,,,,,,9428,11717,
2010/03/30,,,17692,,,,,,,,,,,,,,,,,,,,9436,11736,
2010/03/31,,,17724,,,,,,,,,,,,,,,,,,,,9444,11755,
2010/04/01,,,17733,,,,,,,,,,,,,,,,,,,,9445,11783,
2010/04/02,,,17735,,,,,,,,,,,,,,,,,,,,9461,11808,
2010/04/03,,,17718,,,,,,,,,,,,,,,,,,,,9475,11829,
2010/04/04,,,,,,,,,,,,,,,,,,,,,,,,,
2010/04/05,,,17718,,,,,,,,,,,,,,,,,,,,9476,11869,
2010/04/06,,,17718,,,,,,,,,,,,,,,,,,,,9491,11888,
2010/04/07,,,,,,,,,,,,,,,,,,,,,,,,,
2010/04/08,,,,,,,,,,,,,,,,,,,,,,,,,
2010/04/09,,,17574,,,,,,,,,,,,,,,,,,,,9529,11985,
2010/04/10,,,,,,,,,,,,,,,,,,,,,,,,,
2010/04/11,,,,,,,,,,,,,,,,,,,,,,,,,
2010/04/12,,,17573,,,,,,,,,,,,,,,,,,,,9550,12043,
2010/04/13,,,17569,,,,,,,,,,,,,,,,,,,,9561,12071,
2010/04/14,,,17577,,,,,,,,,,,,,,,,,,,,9572,12116,
2010/04/15,,,17584,,,,,,,,,,,,,,,,,,,,9588,12131,
2010/04/16,,,,,,,,,,,,,,,,,,,,,,,,,
2010/04/17,,,,,,,,,,,,,,,,,,,,,,,,,
2010/04/18,,,,,,,,,,,,,,,,,,,,,,,,,
2010/04/19,,,,,,,,,,,,,,,,,,,,,,,,,
2010/04/20,,,17592,,,,,,,,,,,,,,,,,,,,9638,12250,
2010/04/21,,,17614,,,,,,,,,,,,,,,,,,,,9654,12266,
2010/04/22,,,,,,,,,,,,,,,,,,,,,,,,,
2010/04/23,,,,,,,,,,,,,,,,,,,,,,,,,
2010/04/24,,,17619,,,,,,,,,,,,,,,,,,,,9684,12357,
2010/04/25,,,17616,,,,,,,,,,,,,,,,,,,,9688,12374,
2010/04/26,,,17619,,,,,,,,,,,,,,,,,,,,9698,12406,
2010/04/27,,,17624,,,,,,,,,,,,,,,,,,,,9711,12427,
2010/04/28,,,17630,,,,,,,,,,,,,,,,,,,,9722,12460,
2010/04/29,,,17638,,,,,,,,,,,,,,,,,,,,9735,12483,
2010/04/30,,,17647,,,,,,,,,,,,,,,,,,,,9748,12512,
2010/05/01,,,,,,,,,,,,,,,,,,,,,,,,,
2010/05/02,,,,,,,,,,,,,,,,,,,,,,,,,
2010/05/03,,,17666,,,,,,,,,,,,,,,,,,,,9780,12566,
2010/05/04,,,,,,,,,,,,,,,,,,,,,,,,,
2010/05/05,,,17684,,,,,,,,,,,,,,,,,,,,9801,12615,
2010/05/06,,,17692,,,,,,,,,,,,,,,,,,,,9815,12651,
2010/05/07,,,,,,,,,,,,,,,,,,,,,,,,,
2010/05/08,,,,,,,,,,,,,,,,,,,,,,,,,
2010/05/09,,,,,,,,,,,,,,,,,,,,,,,,,
2010/05/10,,,17712,,,,,,,,,,,,,,,,,,,,9838,12725,
2010/05/11,,,17717,,,,,,,,,,,,,,,,,,,,9857,12761,
2010/05/12,,,,,,,,,,,,,,,,,,,,,,,,,
2010/05/13,,,,,,,,,,,,,,,,,,,,,,,,,
2010/05/14,,,,,,,,,,,,,,,,,,,,,,,,,
2010/05/15,,,17745,,,,,,,,,,,,,,,,,,,,9889,12836,
2010/05/16,,,,,,,,,,,,,,,,,,,,,,,,,
2010/05/17,,,,,,,,,,,,,,,,,,,,,,,,,
2010/05/18,,,17758,,,,,,,,,,,,,,,,,,,,9909,12909,
2010/05/19,,,,,,,,,,,,,,,,,,,,,,,,,
2010/05/20,,,,,,,,,,,,,,,,,,,,,,,,,
2010/05/21,,,17779,,,,,,,,,,,,,,,,,,,,9940,12986,
2010/05/22,,,,,,,,,,,,,,,,,,,,,,,,,
2010/05/23,,,,,,,,,,,,,,,,,,,,,,,,,
2010/05/24,,,17785,,,,,,,,,,,,,,,,,,,,9967,13045,
2010/05/25,,,,,,,,,,,,,,,,,,,,,,,,,
2010/05/26,,,17792,,,,,,,,,,,,,,,,,,,,9985,13103,
2010/05/27,,,17796,,,,,,,,,,,,,,,,,,,,9990,13125,
2010/05/28,,,17802,,,,,,,,,,,,,,,,,,,,9998,13157,
2010/05/29,,,,,,,,,,,,,,,,,,,,,,,,,
2010/05/30,,,,,,,,,,,,,,,,,,,,,,,,,
2010/05/31,,,,,,,,,,,,,,,,,,,,,,,,,
2010/06/01,,,,,,,,,,,,,,,,,,,,,,,,,
2010/06/02,,,,,,,,,,,,,,,,,,,,,,,,,
2010/06/03,,,,,,,,,,,,,,,,,,,,,,,,,
2010/06/04,,,,,,,,,,,,,,,,,,,,,,,,,
2010/06/05,,,,,,,,,,,,,,,,,,,,,,,,,
2010/06/06,,,17820,,,,,,,,,,,,,,,,,,,,10129,13341,
2010/06/07,,,17819,,,,,,,,,,,,,,,,,,,,10137,13379,
2010/06/08,,,,,,,,,,,,,,,,,,,,,,,,,
2010/06/09,,,,,,,,,,,,,,,,,,,,,,,,,
2010/06/10,,,,,,,,,,,,,,,,,,,,,,,,,
2010/06/11,,,,,,,,,,,,,,,,,,,,,,,,,
2010/06/12,,,,,,,,,,,,,,,,,,,,,,,,,
2010/06/13,,,,,,,,,,,,,,,,,,,,,,,,,
2010/06/14,,,17863,,,,,,,,,,,,,,,,,,,,10192,13577,
2010/06/15,,,17870,,,,,,,,,,,,,,,,,,,,10208,13602,
2010/06/16,,,,,,,,,,,,,,,,,,,,,,,,,
2010/06/17,,,,,,,,,,,,,,,,,,,,,,,,,
2010/06/18,,,,,,,,,,,,,,,,,,,,,,,,,
2010/06/19,,,,,,,,,,,,,,,,,,,,,,,,,
2010/06/20,,,,,,,,,,,,,,,,,,,,,,,,,
2010/06/21,,,,,,,,,,,,,,,,,,,,,,,,,
2010/06/22,,,,,,,,,,,,,,,,,,,,,,,,,
2010/06/23,,,,,,,,,,,,,,,,,,,,,,,,,
2010/06/24,,,,,,,,,,,,,,,,,,,,,,,,,
2010/06/25,,,,,,,,,,,,,,,,,,,,,,,,,
2010/06/26,,,,,,,,,,,,,,,,,,,,,,,,,
2010/06/27,,,,,,,,,,,,,,,,,,,,,,,,,
2010/06/28,,,,,,,,,,,,,,,,,,,,,,,,,
2010/06/29,,,,,,,,,,,,,,,,,,,,,,,,,
2010/06/30,,,,,,,,,,,,,,,,,,,,,,,,,
2010/07/01,,,,,,,,,,,,,,,,,,,,,,,,,
2010/07/02,,,,,,,,,,,,,,,,,,,,,,,,,
2010/07/03,,,,,,,,,,,,,,,,,,,,,,,,,
2010/07/04,,,,,,,,,,,,,,,,,,,,,,,,,
2010/07/05,,,,,,,,,,,,,,,,,,,,,,,,,
2010/07/06,,,,,,,,,,,,,,,,,,,,,,,,,
2010/07/07,,,,,,,,,,,,,,,,,,,,,,,,,
2010/07/08,,,,,,,,,,,,,,,,,,,,,,,,,
2010/07/09,,,,,,,,,,,,,,,,,,,,,,,,,
2010/07/10,,,,,,,,,,,,,,,,,,,,,,,,,
2010/07/11,,,,,,,,,,,,,,,,,,,,,,,,,
2010/07/12,,,,,,,,,,,,,,,,,,,,,,,,,
2010/07/13,,,,,,,,,,,,,,,,,,,,,,,,,
2010/07/14,,,,,,,,,,,,,,,,,,,,,,,,,
2010/07/15,,,,,,,,,,,,,,,,,,,,,,,,,
2010/07/16,,,,,,,,,,,,,,,,,,,,,,,,,
2010/07/17,,,,,,,,,,,,,,,,,,,,,,,,,
2010/07/18,,,,,,,,,,,,,,,,,,,,,,,,,
2010/07/19,,,,,,,,,,,,,,,,,,,,,,,,,
2010/07/20,,,,,,,,,,,,,,,,,,,,,,,,,
2010/07/21,,,,,,,,,,,,,,,,,,,,,,,,,
2010/07/22,,,,,,,,,,,,,,,,,,,,,,,,,
2010/07/23,,,,,,,,,,,,,,,,,,,,,,,,,
2010/07/24,,,,,,,,,,,,,,,,,,,,,,,,,
2010/07/25,,,,,,,,,,,,,,,,,,,,,,,,,
2010/07/26,,,,,,,,,,,,,,,,,,,,,,,,,
2010/07/27,,,,,,,,,,,,,,,,,,,,,,,,,
2010/07/28,,,,,,,,,,,,,,,,,,,,,,,,,
2010/07/29,,,,,,,,,,,,,,,,,,,,,,,,,
2010/07/30,,,,,,,,,,,,,,,,,,,,,,,,,
2010/07/31,,,,,,,,,,,,,,,,,,,,,,,,,
2010/08/01,,,,,,,,,,,,,,,,,,,,,,,,,
2010/08/02,,,,,,,,,,,,,,,,,,,,,,,,,
2010/08/03,,,,,,,,,,,,,,,,,,,,,,,,,
2010/08/04,,,,,,,,,,,,,,,,,,,,,,,,,
2010/08/05,,,,,,,,,,,,,,,,,,,,,,,,,
2010/08/06,,,,,,,,,,,,,,,,,,,,,,,,,
2010/08/07,,,,,,,,,,,,,,,,,,,,,,,,,
2010/08/08,,,,,,,,,,,,,,,,,,,,,,,,,
2010/08/09,,,,,,,,,,,,,,,,,,,,,,,,,
2010/08/10,,,,,,,,,,,,,,,,,,,,,,,,,
2010/08/11,,,,,,,,,,,,,,,,,,,,,,,,,
2010/08/12,,,,,,,,,,,,,,,,,,,,,,,,,
2010/08/13,,,,,,,,,,,,,,,,,,,,,,,,,
2010/08/14,,,,,,,,,,,,,,,,,,,,,,,,,
2010/08/15,,,,,,,,,,,,,,,,,,,,,,,,,
2010/08/16,,,,,,,,,,,,,,,,,,,,,,,,,
2010/08/17,,,,,,,,,,,,,,,,,,,,,,,,,
2010/08/18,,,,,,,,,,,,,,,,,,,,,,,,,
2010/08/19,,,,,,,,,,,,,,,,,,,,,,,,,
2010/08/20,,,,,,,,,,,,,,,,,,,,,,,,,
2010/08/21,,,,,,,,,,,,,,,,,,,,,,,,,
2010/08/22,,,,,,,,,,,,,,,,,,,,,,,,,
2010/08/23,,,,,,,,,,,,,,,,,,,,,,,,,
2010/08/24,,,,,,,,,,,,,,,,,,,,,,,,,
2010/08/25,,,,,,,,,,,,,,,,,,,,,,,,,
2010/08/26,,,,,,,,,,,,,,,,,,,,,,,,,
2010/08/27,,,,,,,,,,,,,,,,,,,,,,,,,
2010/08/28,,,,,,,,,,,,,,,,,,,,,,,,,
2010/08/29,,,,,,,,,,,,,,,,,,,,,,,,,
2010/08/30,,,,,,,,,,,,,,,,,,,,,,,,,
2010/08/31,,,,,,,,,,,,,,,,,,,,,,,,,
2010/09/01,,,,,,,,,,,,,,,,,,,,,,,,,
2010/09/02,,,,,,,,,,,,,,,,,,,,,,,,,
2010/09/03,,,,,,,,,,,,,,,,,,,,,,,,,
2010/09/04,,,,,,,,,,,,,,,,,,,,,,,,,
2010/09/05,,,,,,,,,,,,,,,,,,,,,,,,,
2010/09/06,,,,,,,,,,,,,,,,,,,,,,,,,
2010/09/07,,,,,,,,,,,,,,,,,,,,,,,,,
2010/09/08,,,,,,,,,,,,,,,,,,,,,,,,,
2010/09/09,,,,,,,,,,,,,,,,,,,,,,,,,
2010/09/10,,,,,,,,,,,,,,,,,,,,,,,,,
2010/09/11,,,,,,,,,,,,,,,,,,,,,,,,,
2010/09/12,,,,,,,,,,,,,,,,,,,,,,,,,
2010/09/13,,,,,,,,,,,,,,,,,,,,,,,,,
2010/09/14,,,,,,,,,,,,,,,,,,,,,,,,,
2010/09/15,,,,,,,,,,,,,,,,,,,,,,,,,
2010/09/16,,,,,,,,,,,,,,,,,,,,,,,,,
2010/09/17,,,,,,,,,,,,,,,,,,,,,,,,,
2010/09/18,,,,,,,,,,,,,,,,,,,,,,,,,
2010/09/19,,,,,,,,,,,,,,,,,,,,,,,,,
2010/09/20,,,,,,,,,,,,,,,,,,,,,,,,,
2010/09/21,,,,,,,,,,,,,,,,,,,,,,,,,
2010/09/22,,,,,,,,,,,,,,,,,,,,,,,,,
2010/09/23,,,,,,,,,,,,,,,,,,,,,,,,,
2010/09/24,,,,,,,,,,,,,,,,,,,,,,,,,
2010/09/25,,,,,,,,,,,,,,,,,,,,,,,,,
2010/09/26,,,,,,,,,,,,,,,,,,,,,,,,,
2010/09/27,,,,,,,,,,,,,,,,,,,,,,,,,
2010/09/28,,,,,,,,,,,,,,,,,,,,,,,,,
2010/09/29,,,,,,,,,,,,,,,,,,,,,,,,,
2010/09/30,,,,,,,,,,,,,,,,,,,,,,,,,
2010/10/01,,,,,,,,,,,,,,,,,,,,,,,,,
2010/10/02,,,,,,,,,,,,,,,,,,,,,,,,,
2010/10/03,,,,,,,,,,,,,,,,,,,,,,,,,
2010/10/04,,,,,,,,,,,,,,,,,,,,,,,,,
2010/10/05,,,,,,,,,,,,,,,,,,,,,,,,,
2010/10/06,,,,,,,,,,,,,,,,,,,,,,,,,
2010/10/07,,,,,,,,,,,,,,,,,,,,,,,,,
2010/10/08,,,,,,,,,,,,,,,,,,,,,,,,,
2010/10/09,,,,,,,,,,,,,,,,,,,,,,,,,
2010/10/10,,,,,,,,,,,,,,,,,,,,,,,,,
2010/10/11,,,,,,,,,,,,,,,,,,,,,,,,,
2010/10/12,,,,,,,,,,,,,,,,,,,,,,,,,
2010/10/13,,,,,,,,,,,,,,,,,,,,,,,,,
2010/10/14,,,,,,,,,,,,,,,,,,,,,,,,,
2010/10/15,,,,,,,,,,,,,,,,,,,,,,,,,
2010/10/16,,,,,,,,,,,,,,,,,,,,,,,,,
2010/10/17,,,,,,,,,,,,,,,,,,,,,,,,,
2010/10/18,,,,,,,,,,,,,,,,,,,,,,,,,
2010/10/19,,,,,,,,,,,,,,,,,,,,,,,,,
2010/10/20,,,,,,,,,,,,,,,,,,,,,,,,,
2010/10/21,,,,,,,,,,,,,,,,,,,,,,,,,
2010/10/22,,,,,,,,,,,,,,,,,,,,,,,,,
2010/10/23,,,,,,,,,,,,,,,,,,,,,,,,,
2010/10/24,,,,,,,,,,,,,,,,,,,,,,,,,
2010/10/25,,,,,,,,,,,,,,,,,,,,,,,,,
2010/10/26,,,,,,,,,,,,,,,,,,,,,,,,,
2010/10/27,,,,,,,,,,,,,,,,,,,,,,,,,
2010/10/28,,,,,,,,,,,,,,,,,,,,,,,,,
2010/10/29,,,,,,,,,,,,,,,,,,,,,,,,,
2010/10/30,,,,,,,,,,,,,,,,,,,,,,,,,
2010/10/31,,,,,,,,,,,,,,,,,,,,,,,,,
2010/11/01,,,,,,,,,,,,,,,,,,,,,,,,,
2010/11/02,,,,,,,,,,,,,,,,,,,,,,,,,
2010/11/03,,,,,,,,,,,,,,,,,,,,,,,,,
2010/11/04,,,,,,,,,,,,,,,,,,,,,,,,,
2010/11/05,,,,,,,,,,,,,,,,,,,,,,,,,
2010/11/06,,,,,,,,,,,,,,,,,,,,,,,,,
2010/11/07,,,,,,,,,,,,,,,,,,,,,,,,,
2010/11/08,,,,,,,,,,,,,,,,,,,,,,,,,
2010/11/09,,,,,,,,,,,,,,,,,,,,,,,,,
2010/11/10,,,,,,,,,,,,,,,,,,,,,,,,,
2010/11/11,,,,,,,,,,,,,,,,,,,,,,,,,
2010/11/12,,,,,,,,,,,,,,,,,,,,,,,,,
2010/11/13,,,,,,,,,,,,,,,,,,,,,,,,,
2010/11/14,,,,,,,,,,,,,,,,,,,,,,,,,
2010/11/15,,,,,,,,,,,,,,,,,,,,,,,,,
2010/11/16,,,,,,,,,,,,,,,,,,,,,,,,,
2010/11/17,,,,,,,,,,,,,,,,,,,,,,,,,
2010/11/18,,,,,,,,,,,,,,,,,,,,,,,,,
2010/11/19,,,,,,,,,,,,,,,,,,,,,,,,,
2010/11/20,,,,,,,,,,,,,,,,,,,,,,,,,
2010/11/21,,,,,,,,,,,,,,,,,,,,,,,,,
2010/11/22,,,,,,,,,,,,,,,,,,,,,,,,,
2010/11/23,,,,,,,,,,,,,,,,,,,,,,,,,
2010/11/24,,,,,,,,,,,,,,,,,,,,,,,,,
2010/11/25,,,,,,,,,,,,,,,,,,,,,,,,,
2010/11/26,,,,,,,,,,,,,,,,,,,,,,,,,
2010/11/27,,,,,,,,,,,,,,,,,,,,,,,,,
2010/11/28,,,,,,,,,,,,,,,,,,,,,,,,,
2010/11/29,,,,,,,,,,,,,,,,,,,,,,,,,
2010/11/30,,,,,,,,,,,,,,,,,,,,,,,,,
2010/12/01,,,,,,,,,,,,,,,,,,,,,,,,,
2010/12/02,,,,,,,,,,,,,,,,,,,,,,,,,
2010/12/03,,,,,,,,,,,,,,,,,,,,,,,,,
2010/12/04,,,,,,,,,,,,,,,,,,,,,,,,,
2010/12/05,,,,,,,,,,,,,,,,,,,,,,,,,
2010/12/06,,,,,,,,,,,,,,,,,,,,,,,,,
2010/12/07,,,,,,,,,,,,,,,,,,,,,,,,,
2010/12/08,,,,,,,,,,,,,,,,,,,,,,,,,
2010/12/09,,,18857,,,,,,,,,,,,,,,,,,,,12361,18625,
2010/12/10,,,18860,,,,,,,,,,,,,,,,,,,,12375,18665,
2010/12/11,,,18868,,,,,,,,,,,,,,,,,,562,,12386,18698,
2010/12/12,,,18870,,,,,,,,,,,,,,,,,,562,,12395,18708,
2010/12/13,,,18876,,,,,,,,,,,,,,,,,,562,,12392,18727,
2010/12/14,,,18881,,,,,,,,,,,,,,,,,,562,,12404,18758,
2010/12/15,,,18890,,,,,,,,,,,,,,,,,,562,,12427,18793,
2010/12/16,,,18896,,,,,,,,,,,,,,,,,,562,,12436,18821,
2010/12/17,,,18909,,,,,,,,,,,,,,,,,,562,,12462,18861,
2010/12/18,,,18924,,,,,,,,,,,,,,,,,,562,,12474,18883,
2010/12/19,,,18928,,,,,,,,,,,,,,,,,,562,,12481,18894,
2010/12/20,,,18936,,,,,,,,,,,,,,,,,,562,,12487,18924,
2010/12/21,,,18997,,,,,,,,,,,,,,,,,,562,,12505,18960,
2010/12/22,,,19006,,,,,,,,,,,,,,,,,,562,,12517,18997,
2010/12/23,,,19012,,,,,,,,,,,,,,,,,,562,,12547,19038,
2010/12/24,,,19020,,,,,,,,,,,,,,,,,,562,,12555,19067,
2010/12/25,,,19025,,,,,,,,,,,,,,,,,,562,,12562,19082,
2010/12/26,,,19025,,,,,,,,,,,,,,,,,,562,,12568,19099,
2010/12/27,,,19031,,,,,,,,,,,,,,,,,,562,,12575,19111,
2010/12/28,,,19038,,,,,,,,,,,,,,,,,,562,,12598,19132,
2010/12/29,,,19051,,,,,,,,,,,,,,,,,,562,,12617,19153,
2010/12/30,,,19053,,,,,,,,,,,,,,,,,,562,,12628,19191,
2010/12/31,,,19062,,,,,,,,,,,,,,,,,,562,,12639,19217,
2011/01/01,,,19066,,,,,,,,,,,,,,,,,,562,,12642,19235,
2011/01/02,,,19073,,,,,,,,,,,,,,,,,,562,,12649,19259,
2011/01/03,,,19083,,,,,,,,,,,,,,,,,,562,,12663,19286,
2011/01/04,,,19083,,,,,,,,,,,,,,,,,,562,,12689,19319,
2011/01/05,,,19084,,,,,,,,,,,,,,,,,,562,,12717,19348,
2011/01/06,,,19091,,,,,,,,,,,,,,,,,,562,,12744,19390,
2011/01/07,,,19097,,,,,,,,,,,,,,,,,,562,,12769,19429,
2011/01/08,,,19102,,,,,,,,,,,,,,,,,,562,,12778,19470,
2011/01/09,,,19109,,,,,,,,,,,,,,,,,,562,,12788,19492,
2011/01/10,,,19124,,,,,,,,,,,,,,,,,,562,,12802,19524,
2011/01/11,,,19129,,,,,,,,,,,,,,,,,,562,,12841,19552,
2011/01/12,,,19140,,,,,,,,,,,,,,,,,,562,,12856,19611,
2011/01/13,,,19149,,,,,,,,,,,,,,,,,,562,,12874,19651,
2011/01/14,,,19153,,,,,,,,,,,,,,,,,,562,,12888,19688,
2011/01/15,,,19161,,,,,,,,,,,,,,,,,,562,,12900,19716,
2011/01/16,,,19164,,,,,,,,,,,,,,,,,,562,,12905,19748,
2011/01/17,,,19170,,,,,,,,,,,,,,,,,,562,,12918,19785,
2011/01/18,,,19176,,,,,,,,,,,,,,,,,,562,,12936,19819,
2011/01/19,,,19183,,,,,,,,,,,,,,,,,,562,,12972,19850,
2011/01/20,,,19186,21777,,,,,,,,,,,,,,,,,562,,12981,19871,
2011/01/21,,,19207,21802,,,,,,,,,,,,,,,,,562,,13007,19921,
2011/01/22,,,19215,21814,,,,,,,,,,,,,,,,,562,,13015,19949,
2011/01/23,,,19223,21829,,,,,,,,,,,,,,,,,562,,13023,19967,
2011/01/24,,,19222,21835,,,,,,,,,,,,,,,,,562,,13037,19992,
2011/01/25,,,19231,21848,,,,,,,,,,,,,,,,,562,,13054,20037,
2011/01/26,,,19232,21853,,,,,,,,,,,,,,,,,562,,13077,20086,
2011/01/27,,,19237,21857,,,,,,,,,,,,,,,,,562,,13090,20145,
2011/01/28,,,19243,21866,,,,,,,,,,,,,,,,,562,,13104,20179,
2011/01/29,,,19250,21874,,,,,,,,,,,,,,,,,562,,13118,20207,
2011/01/30,,,19257,21884,,,,,,,,,,,,,,,,,563,,13129,20234,
2011/01/31,,,19255,21886,,,,,,,,,,,,,,,,,563,,13145,20267,
2011/02/01,,,19266,21901,,,,,,,,,,,,,,,,,563,,13163,20308,
2011/02/02,,,19271,21911,,,,,,,,,,,,,,,,,563,,13175,20354,
2011/02/03,,,19274,21915,,,,,,,,,,,,,,,,,563,,13196,20399,
2011/02/04,,,19279,21923,,,,,,,,,,,,,,,,,563,,13209,20427,
2011/02/05,,,19281,21923,,,,,,,,,,,,,,,,,563,,13220,20442,
2011/02/06,,,19288,21930,,,,,,,,,,,,,,,,,564,,13241,20476,
2011/02/07,,,19291,21933,,,,,,,,,,,,,,,,,564,,13257,20498,
2011/02/08,,,19300,21941,,,,,,,,,,,,,,,,,564,,13273,20529,
2011/02/09,,,19315,21956,,,,,,,,,,,,,,,,,564,,13290,20585,
2011/02/10,,,19323,21967,,,,,,,,,,,,,,,,,564,,13299,20617,
2011/02/11,,,19328,21970,,,,,,,,,,,,,,,,,564,,13313,20668,
2011/02/12,,,19333,21975,,,,,,,,,,,,,,,,,564,,13327,20708,
2011/02/13,,,19334,21978,,,,,,,,,,,,,,,,,564,,13341,20727,
2011/02/14,,,19338,21982,,,,,,,,,,,,,,,,,564,,13352,20742,
2011/02/15,,,19346,21994,,,,,,,,,,,,,,,,,564,,13322,20816,
2011/02/16,,,19350,22000,,,,,,,,,,,,,,,,,564,,13334,20850,
2011/02/17,,,19360,22013,,,,,,,,,,,,,,,,,564,,13353,20888,
2011/02/18,,,19365,22023,,,,,,,,,,,,,,,,,564,,13361,20932,
2011/02/19,,,19374,22031,,,,,,,,,,,,,,,,,564,,13378,20969,
2011/02/20,,,19383,22038,,,,,,,,,,,,,,,,,564,,13397,20995,
2011/02/21,,,19390,22047,,,,,,,,,,,,,,,,,564,,13415,21031,
2011/02/22,,,19399,22056,,,,,,,,,,,,,,,,,564,,13435,21066,
2011/02/23,,,19406,22062,,,,,,,,,,,,,,,,,564,,13447,21114,
2011/02/24,,,19417,22073,,,,,,,,,,,,,,,,,564,,13471,21158,
2011/02/25,,,19420,22079,,,,,,,,,,,,,,,,,564,,13494,21186,
2011/02/26,,,19436,22086,,,,,,,,,,,,,,,,,565,,13511,21235,
2011/02/27,,,19446,22103,,,,,,,,,,,,,,,,,565,,13526,21272,
2011/02/28,,,19461,22103,,,,,,,,,,,,,,,,,566,,13498,21303,
2011/03/01,,,19468,22109,,,,,,,,,,,,,,,,,566,,13513,21347,
2011/03/02,,,19478,22116,,,,,,,,,,,,,,,,,566,,13530,21393,
2011/03/03,,,19501,22140,,,,,,,,,,,,,,,,,566,,13544,21421,
2011/03/04,,,19507,22138,,,,,,,,,,,,,,,,,566,,13561,21449,
2011/03/05,,,19505,22168,,,,,,,,,,,,,,,,,567,,13574,21480,
2011/03/06,,,19510,22176,,,,,,,,,,,,,,,,,567,,13585,21511,
2011/03/07,,,19513,22179,,,,,,,,,,,,,,,,,567,,13594,21548,
2011/03/08,,,19505,22174,,,,,,,,,,,,,,,,,567,,13611,21594,
2011/03/09,,,19514,22179,,,,,,,,,,,,,,,,,567,,13631,21625,
2011/03/10,,,19520,22191,,,,,,,,,,,,,,,,,567,,13651,21663,
2011/03/11,,,19524,22185,,,,,,,,,,,,,,,,,567,,13667,21702,
2011/03/12,,,19524,22187,,,,,,,,,,,,,,,,,567,,13678,21725,
2011/03/13,,,19523,22190,,,,,,,,,,,,,,,,,567,,13681,21739,
2011/03/14,,,19528,22202,,,,,,,,,,,,,,,,,567,,13704,21768,
2011/03/15,,,19532,22207,,,,,,,,,,,,,,,,,567,,13725,21808,
2011/03/16,,,19536,22211,,,,,,,,,,,,,,,,,567,,13751,21842,
2011/03/17,,,19544,22216,,,,,,,,,,,,,,,,,567,,13768,21877,
2011/03/18,,,19553,22225,,,,,,,,,,,,,,,,,567,,13783,21922,
2011/03/19,,,19558,22236,,,,,,,,,,,,,,,,,567,,13796,21949,
2011/03/20,,,,22242,,,,,,,,,,,,,,,,,568,,13805,21978,
2011/03/21,,,,22248,,,,,,,,,,,,,,,,,568,,13820,22001,
2011/03/22,,,,22253,,,,,,,,,,,,,,,,,568,,13831,22029,
2011/03/23,,,,22261,,,,,,,,,,,,,,,,,568,,13850,22079,
2011/03/24,,,,22273,,,,,,,,,,,,,,,,,568,,13870,22113,
2011/03/25,,,,22275,,,,,,,,,,,,,,,,,568,,13882,22151,
2011/03/26,,,,22281,,,,,,,,,,,,,,,,,568,,13900,22189,
2011/03/27,,,,22286,,,,,,,,,,,,,,,,,568,,13908,22216,
2011/03/28,,,,22296,,,,,,,,,,,,,,,,,568,,13920,22241,
2011/03/29,,,,22298,,,,,,,,,,,,,,,,,568,,13943,22292,
2011/03/30,,,,22302,,,,,,,,,,,,,,,,,568,,13956,22328,
2011/03/31,,,,22314,,,,,,,,,,,,,,,,,568,,13972,22361,
2011/04/01,,,,22321,,,,,,,,,,,,,,,,,568,,13977,22401,
2011/04/02,,,22326,22326,2941,,,,,,2871,,,,,,,,,,568,,13997,22428,
2011/04/03,,,22330,22331,2941,,,,,,2874,,,,,,,,,,568,,14002,22455,
2011/04/04,,,22333,22333,2943,,,,,,2878,,,,,,,,,,568,,14012,22473,
2011/04/05,,,22345,22345,2948,,,,,,2889,,,,,,,,,,568,,14023,22512,
2011/04/06,,,22349,22350,2952,,,,,,2889,,,,,,,,,,568,,14052,22551,
2011/04/07,,,22356,22357,2953,,,,,,2892,,,,,,,,,,568,,14070,22588,
2011/04/08,,,22362,22362,2955,,,,,,2895,,,,,,,,,,568,,14087,22630,
2011/04/09,,,22366,22367,2956,,,,,,2897,,,,,,,,,,568,,14104,22654,
2011/04/10,,,22374,22374,2959,,,,,,2899,,,,,,,,,,568,,14108,22690,
2011/04/11,,,22378,22379,2959,,,,,,2900,,,,,,,,,,568,,14120,22721,
2011/04/12,,,22388,22389,2961,,,,,,2902,,,,,,,,,,568,,14139,22773,
