package name,version,source,downloads,language,use_count
net.glxn/qrgen,,maven,,java,137
org.appdapter/ext.bundle.xml.xerces,,maven,,java,137
io.zipkin.brave/brave,,maven,,java,137
com.typesafe.play/play-netty-utils,,maven,,java,137
nz.ac.waikato.cms.weka/weka-dev,,maven,,java,137
org.camunda.bpm.model/camunda-cmmn-model,,maven,,java,137
org.mule.runtime/mule-metadata-model-persistence,,maven,,java,137
com.typesafe.play/play_2.10,,maven,,java,136
org.mule.runtime/mule-extensions-api-dsql,,maven,,java,136
org.jboss.resteasy/resteasy-multipart-provider,,maven,,java,136
aspectj/aspectjrt,,maven,,java,136
org.camunda.bpm/camunda-engine,,maven,,java,136
io.monix/monix-execution_2.12,,maven,,java,136
org.jfree/jcommon,,maven,,java,136
org.mule.runtime/mule-extensions-api-persistence,,maven,,java,136
org.jbundle.model/org.jbundle.model.main,,maven,,java,136
io.monix/monix-eval_2.11,,maven,,java,136
io.airlift/log,,maven,,java,136
com.hazelcast/hazelcast-client,,maven,,java,135
org.typelevel/cats-kernel-laws_sjs0.6_2.11,,maven,,java,135
org.scala-lang.modules/scala-collection-compat_2.12,,maven,,java,135
org.aspectj/aspectjtools,,maven,,java,135
org.eclipse.rdf4j/rdf4j-http-protocol,,maven,,java,135
com.eed3si9n.expecty/expecty_2.12,,maven,,java,135
de.undercouch/bson4jackson,,maven,,java,135
net.sf.jung/jung-algorithms,,maven,,java,135
org.flowable/flowable-engine-common,,maven,,java,135
org.mule.runtime/mule-module-extensions-support,,maven,,java,135
com.codahale.metrics/metrics-jvm,,maven,,java,134
org.powermock/powermock-classloading-xstream,,maven,,java,134
com.io7m.junreachable/io7m-junreachable-core,,maven,,java,134
org.eclipse.rdf4j/rdf4j-http-client,,maven,,java,134
org.json4s/json4s-native_2.12,,maven,,java,134
com.github.scopt/scopt_2.12,,maven,,java,134
org.typelevel/cats-laws_sjs0.6_2.11,,maven,,java,133
org.eclipse.rdf4j/rdf4j-queryresultio-sparqlxml,,maven,,java,133
org.primefaces/primefaces,,maven,,java,133
org.wso2.carbon.identity.framework/org.wso2.carbon.identity.user.profile,,maven,,java,133
com.typesafe.scala-logging/scala-logging-api_2.11,,maven,,java,133
easymock/easymock,,maven,,java,133
org.typelevel/catalysts-macros_sjs0.6_2.12,,maven,,java,133
org.jboss/staxmapper,,maven,,java,132
com.typesafe.scala-logging/scala-logging-slf4j_2.11,,maven,,java,132
org.springframework/spring-dao,,maven,,java,132
org.eclipse.aether/aether-impl,,maven,,java,132
org.typelevel/catalysts-platform_sjs0.6_2.12,,maven,,java,132
org.activiti/activiti-bpmn-model,,maven,,java,132
org.eclipse.rdf4j/rdf4j-repository-sparql,,maven,,java,132
org.wso2.carbon/org.wso2.carbon.core.services,,maven,,java,131
io.monix/minitest_2.10,,maven,,java,131
org.eclipse.rdf4j/rdf4j-sail-api,,maven,,java,131
org.mule.runtime/mule-module-service,,maven,,java,131
org.wildfly/wildfly-protocol,,maven,,java,131
org.mule.runtime/mule-module-spring-config,,maven,,java,130
eu.codearte.catch-exception/catch-exception,,maven,,java,130
org.activiti/activiti-bpmn-layout,,maven,,java,130
com.liferay/org.hibernate.core,,maven,,java,130
org.wso2.carbon.identity.framework/org.wso2.carbon.identity.application.authentication.framework,,maven,,java,130
org.activiti/activiti-process-validation,,maven,,java,130
com.typesafe.akka/akka-cluster_2.12,,maven,,java,129
org.eclipse.rdf4j/rdf4j-queryalgebra-evaluation,,maven,,java,129
org.powermock/powermock-module-testng-common,,maven,,java,129
org.wildfly/wildfly-core-security-api,,maven,,java,129
org.activiti/activiti-bpmn-converter,,maven,,java,129
com.google.code.javaparser/javaparser,,maven,,java,129
org.eclipse.rdf4j/rdf4j-queryparser-serql,,maven,,java,129
com.liferay/com.liferay.portal.spring.extender,,maven,,java,129
org.scalaz/scalaz-core_sjs0.6_2.11,,maven,,java,129
org.eclipse.rdf4j/rdf4j-sail-model,,maven,,java,129
org.wildfly/wildfly-controller-client,,maven,,java,129
org.eclipse.rdf4j/rdf4j-sail-inferencer,,maven,,java,128
org.spire-math/jawn-parser_2.10,,maven,,java,128
org.wildfly/wildfly-core-security,,maven,,java,128
org.springframework.social/spring-social-web,,maven,,java,128
com.lihaoyi/sourcecode_sjs0.6_2.12,,maven,,java,128
org.skife.config/config-magic,,maven,,java,128
org.bouncycastle/bcpg-jdk15on,,maven,,java,127
com.wordnik/swagger-jaxrs_2.10,,maven,,java,127
com.beachape/enumeratum_2.12,,maven,,java,127
de.jollyday/jollyday,,maven,,java,127
org.wildfly/wildfly-controller,,maven,,java,127
io.cucumber/gherkin,,maven,,java,127
org.scala-stm/scala-stm_2.11,,maven,,java,127
org.eclipse.rdf4j/rdf4j-sail-base,,maven,,java,127
org.eclipse.dirigible/dirigible-commons-api,,maven,,java,127
org.scalaz/scalaz-core_sjs0.6_2.12,,maven,,java,126
org.wso2.carbon.analytics-common/org.wso2.carbon.databridge.core,,maven,,java,126
com.google.android/support-v4,,maven,,java,126
io.get-coursier/coursier-cache_2.12,,maven,,java,126
aspectj/aspectjweaver,,maven,,java,126
org.osgi/org.osgi.annotation.versioning,,maven,,java,126
org.jboss.resteasy/resteasy-netty4,,maven,,java,126
org.locationtech.geomesa/geomesa-z3_2.11,,maven,,java,126
org.typelevel/cats-kernel-laws_sjs0.6_2.12,,maven,,java,125
org.wso2.carbon.analytics-common/org.wso2.carbon.databridge.commons.thrift,,maven,,java,125
org.appdapter/ext.bundle.apache_httpclient,,maven,,java,125
com.lihaoyi/scalaparse_2.12,,maven,,java,125
org.eclipse.rdf4j/rdf4j-sail-memory,,maven,,java,125
io.reactivex/rxnetty,,maven,,java,125
org.eclipse.rdf4j/rdf4j-repository-sail,,maven,,java,124
org.eclipse.persistence/org.eclipse.persistence.moxy,,maven,,java,124
org.mindrot/jbcrypt,,maven,,java,124
org.uberfire/uberfire-security-api,,maven,,java,124
org.osgi/org.osgi.service.component,,maven,,java,124
com.typesafe.play/play-ws_2.11,,maven,,java,124
org.wso2.carbon.commons/org.wso2.carbon.event.stub,,maven,,java,124
org.jongo/jongo,,maven,,java,123
org.wso2.carbon.commons/org.wso2.carbon.event.client.stub,,maven,,java,123
org.jflux/org.jflux.api.messaging.rk,,maven,,java,123
com.typesafe.play/play-specs2_2.12,,maven,,java,123
org.msgpack/jackson-dataformat-msgpack,,maven,,java,123
org.springframework/spring-jpa,,maven,,java,123
io.get-coursier/coursier_2.12,,maven,,java,123
org.eclipse.persistence/org.eclipse.persistence.oracle,,maven,,java,123
org.eclipse.dirigible/dirigible-commons-config,,maven,,java,123
org.im4java/im4java,,maven,,java,123
isorelax/isorelax,,maven,,java,123
org.wso2.carbon.commons/org.wso2.carbon.qpid.stub,,maven,,java,123
org.typelevel/cats-laws_sjs0.6_2.12,,maven,,java,123
org.activiti/activiti-engine,,maven,,java,122
org.seleniumhq.selenium/selenium-htmlunit-driver,,maven,,java,122
io.scalajs/core_sjs0.6_2.12,,maven,,java,122
org.commonjava.atservice/atservice-annotation,,maven,,java,122
com.icegreen/greenmail,,maven,,java,122
org.springframework/spring-mock,,maven,,java,122
org.commonjava.atservice/atservice-processor,,maven,,java,121
org.xhtmlrenderer/flying-saucer-core,,maven,,java,121
org.spire-math/spire-macros_2.11,,maven,,java,121
org.locationtech.geomesa/geomesa-utils_2.11,,maven,,java,121
org.appdapter/ext.bundle.jena_all_2_13_0,,maven,,java,121
org.jboss.spec.javax.xml.bind/jboss-jaxb-api_2.2_spec,,maven,,java,121
org.appdapter/ext.bundle.xml.dom4j_161,,maven,,java,121
org.typelevel/cats-testkit_2.11,,maven,,java,121
com.conversantmedia/disruptor,,maven,,java,121
org.jboss.spec.javax.xml.soap/jboss-saaj-api_1.3_spec,,maven,,java,120
edu.stanford.nlp/stanford-corenlp,,maven,,java,120
io.monix/monix-eval_2.12,,maven,,java,120
net.sourceforge.f2j/arpack_combined_all,,maven,,java,120
org.mule.common/mule-common,,maven,,java,120
io.scalajs/core_sjs0.6_2.11,,maven,,java,120
org.uberfire/uberfire-nio2-model,,maven,,java,119
org.mule/mule-core,,maven,,java,119
org.appdapter/org.appdapter.bundle.debug,,maven,,java,119
org.springframework.social/spring-social-security,,maven,,java,119
com.github.nscala-time/nscala-time_2.12,,maven,,java,118
com.typesafe.akka/akka-persistence_2.12,,maven,,java,118
org.wildfly/wildfly-domain-management,,maven,,java,118
org.sonatype.sisu/sisu-inject-plexus,,maven,,java,118
org.spire-math/spire_2.11,,maven,,java,118
org.json4s/json4s-ext_2.11,,maven,,java,118
com.thoughtworks.proxytoys/proxytoys,,maven,,java,118
org.objectweb.howl/howl,,maven,,java,118
net.vidageek/mirror,,maven,,java,118
org.appdapter/ext.bundle.semweb4j.jena,,maven,,java,118
org.locationtech.geomesa/geomesa-security_2.11,,maven,,java,118
com.yahoo.platform.yui/yuicompressor,,maven,,java,118
org.wildfly/wildfly-version,,maven,,java,117
junit-addons/junit-addons,,maven,,java,117
httpunit/httpunit,,maven,,java,117
com.typesafe.play/play-server_2.10,,maven,,java,117
net.javacrumbs.json-unit/json-unit-fluent,,maven,,java,117
com.codepoetics/protonpack,,maven,,java,117
org.appdapter/org.appdapter.lib.core,,maven,,java,117
javax.measure/unit-api,,maven,,java,116
org.mule.tests/mule-tests-functional,,maven,,java,116
org.jboss.ironjacamar/ironjacamar-spec-api,,maven,,java,116
com.beachape/enumeratum-macros_2.11,,maven,,java,116
org.wildfly/wildfly-cli,,maven,,java,116
org.wildfly/wildfly-io,,maven,,java,116
org.wildfly/wildfly-network,,maven,,java,116
org.wildfly/wildfly-deployment-repository,,maven,,java,116
org.wildfly/wildfly-patching,,maven,,java,115
org.jboss.resteasy/async-http-servlet-3.0,,maven,,java,115
net.java.truecommons/truecommons-shed,,maven,,java,115
org.locationtech.geomesa/geomesa-feature-common_2.11,,maven,,java,115
org.jboss.stdio/jboss-stdio,,maven,,java,115
org.openscience.cdk/cdk-silent,,maven,,java,115
org.wildfly/wildfly-process-controller,,maven,,java,115
org.eclipse.equinox/org.eclipse.equinox.registry,,maven,,java,115
org.flowable/flowable-idm-api,,maven,,java,115
org.wildfly/wildfly-domain-http-interface,,maven,,java,115
org.wso2.carbon.registry/org.wso2.carbon.registry.ws.client,,maven,,java,115
org.springframework.social/spring-social-config,,maven,,java,115
net.java.truecommons/truecommons-logging,,maven,,java,115
org.wildfly/wildfly-remoting,,maven,,java,115
org.wildfly/wildfly-platform-mbean,,maven,,java,115
org.appdapter/org.appdapter.lib.bind.jena,,maven,,java,114
joda-time/joda-time-hibernate,,maven,,java,114
net.java.truecommons/truecommons-services,,maven,,java,114
org.jboss.arquillian.graphene/graphene-webdriver-spi,,maven,,java,114
org.wildfly/wildfly-server,,maven,,java,114
org.knowm.xchange/xchange-core,,maven,,java,114
com.google.api.grpc/proto-google-iam-v1,,maven,,java,114
com.lihaoyi/sourcecode_sjs0.6_2.11,,maven,,java,114
com.sun.xml.messaging.saaj/saaj-impl,,maven,,java,114
io.appium/java-client,,maven,,java,114
io.airlift/concurrent,,maven,,java,114
org.wso2.carbon.analytics-common/org.wso2.carbon.databridge.commons.binary,,maven,,java,113
org.appdapter/org.appdapter.lib.registry,,maven,,java,113
org.wso2.carbon.commons/org.wso2.carbon.event.core,,maven,,java,113
org.flowable/flowable-dmn-model,,maven,,java,113
net.logstash.logback/logstash-logback-encoder,,maven,,java,113
org.jflux/org.jflux.impl.encode.avro,,maven,,java,113
org.wildfly.transaction/wildfly-transaction-client,,maven,,java,113
com.tinkerpop.blueprints/blueprints-core,,maven,,java,113
com.thaiopensource/jing,,maven,,java,113
co.fs2/fs2-core_2.11,,maven,,java,113
org.scala-lang.modules/scala-collection-compat_2.11,,maven,,java,113
com.typesafe.netty/netty-http-pipelining,,maven,,java,113
gnu.getopt/java-getopt,,maven,,java,112
org.appdapter/org.appdapter.bundle.core,,maven,,java,112
org.codehaus.jcsp/jcsp,,maven,,java,112
org.openscience.cdk/cdk-formula,,maven,,java,112
com.typesafe.play/play-netty-server_2.10,,maven,,java,112
cz.jirutka.rsql/rsql-parser,,maven,,java,112
io.cucumber/datatable-dependencies,,maven,,java,112
com.google.api/gax,,maven,,java,112
org.codehaus.gpars/gpars,,maven,,java,111
io.cucumber/tag-expressions,,maven,,java,111
org.mule.modules/mule-module-annotations,,maven,,java,111
org.scala-lang.modules/scala-xml_2.13.0-M3,,maven,,java,111
org.wso2.msf4j/msf4j-microservice,,maven,,java,111
io.argonaut/argonaut_2.10,,maven,,java,111
org.locationtech.geomesa/geomesa-feature-kryo_2.11,,maven,,java,111
io.cucumber/datatable,,maven,,java,111
org.ehcache/ehcache,,maven,,java,111
io.cucumber/cucumber-expressions,,maven,,java,110
org.wso2.carbon.identity.framework/org.wso2.carbon.identity.testutil,,maven,,java,110
io.cucumber/cucumber-html,,maven,,java,110
org.wildfly/wildfly-model-test,,maven,,java,110
io.monix/monix-reactive_2.11,,maven,,java,110
org.wso2.carbon.analytics-common/org.wso2.carbon.databridge.receiver.thrift,,maven,,java,110
org.mule.modules/mule-module-spring-config,,maven,,java,110
com.github.zafarkhaja/java-semver,,maven,,java,110
org.kuali.rice/rice-core-api,,maven,,java,110
org.flowable/flowable-form-api,,maven,,java,109
org.codehaus.jackson/jackson-mapper-lgpl,,maven,,java,109
myfaces/myfaces-api,,maven,,java,109
io.cucumber/cucumber-core,,maven,,java,109
org.mongodb.morphia/morphia,,maven,,java,109
gov.nih.nlm.ncbi/ngs-java,,maven,,java,109
org.jadira.bindings/bindings,,maven,,java,109
com.typesafe.play/play-test_2.10,,maven,,java,109
io.airlift/slice,,maven,,java,109
pl.edu.icm/JLargeArrays,,maven,,java,109
tec.uom.lib/uom-lib-common,,maven,,java,108
net.java.truecommons/truecommons-io,,maven,,java,108
org.thymeleaf/thymeleaf-spring3,,maven,,java,108
org.jboss.arquillian.graphene/graphene-webdriver-api,,maven,,java,108
javax.jms/jms-api,,maven,,java,108
net.sf.barcode4j/barcode4j,,maven,,java,108
org.eclipse.hudson/hudson-war,,maven,,java,108
org.vibur/vibur-object-pool,,maven,,java,108
org.wildfly/wildfly-weld,,maven,,java,108
com.io7m.junreachable/com.io7m.junreachable.core,,maven,,java,108
io.circe/circe-numbers-testing_2.12,,maven,,java,108
net.java.truecommons/truecommons-annotations,,maven,,java,108
com.github.samtools/htsjdk,,maven,,java,108
commons-chain/commons-chain,,maven,,java,108
org.appdapter/ext.bundle.apache_qpid_032,,maven,,java,108
org.wso2.carbon.governance/org.wso2.carbon.governance.api,,maven,,java,108
com.helger/ph-datetime,,maven,,java,108
org.jboss.arquillian.graphene/graphene-webdriver-impl,,maven,,java,107
org.flowable/flowable-form-model,,maven,,java,107
org.wso2.carbon.analytics-common/org.wso2.carbon.databridge.receiver.binary,,maven,,java,107
org.flowable/flowable-bpmn-model,,maven,,java,107
com.sun.grizzly/grizzly-comet,,maven,,java,107
org.flowable/flowable-cmmn-model,,maven,,java,107
com.eurodyn.qlack2.common/qlack2-common-util,,maven,,java,107
io.circe/circe-testing_2.12,,maven,,java,107
org.flowable/flowable-idm-engine,,maven,,java,107
sax/sax,,maven,,java,106
org.codelibs.elasticsearch.module/scripting-painless-spi,,maven,,java,106
org.jboss.ws/jbossws-spi,,maven,,java,106
org.cache2k/cache2k-core,,maven,,java,106
org.wso2.orbit.org.apache.cxf/cxf-bundle,,maven,,java,106
net.sf.jung/jung-visualization,,maven,,java,106
net.java.truecommons/truecommons-cio,,maven,,java,106
net.java.truevfs/truevfs-kernel-spec,,maven,,java,105
org.codelibs.elasticsearch.module/lang-painless,,maven,,java,105
de.grundid.opendatalab/geojson-jackson,,maven,,java,105
org.jbundle.thin.base.db/org.jbundle.thin.base.db,,maven,,java,105
com.liferay/com.liferay.exportimport.api,,maven,,java,105
org.sonatype.sisu/sisu-guice,,maven,,java,105
org.jadira.usertype/usertype.spi,,maven,,java,105
javax.media/jai_core,,maven,,java,105
org.springframework.roo/org.springframework.roo.support,,maven,,java,105
com.liferay/com.liferay.portal.background.task.api,,maven,,java,105
org.jboss.arquillian.junit/arquillian-junit-standalone,,maven,,java,105
org.scalacheck/scalacheck_2.12.0-RC1,,maven,,java,105
com.lihaoyi/fansi_2.10,,maven,,java,105
org.olap4j/olap4j,,maven,,java,105
com.beachape/enumeratum_2.11,,maven,,java,104
com.github.kstyrc/embedded-redis,,maven,,java,104
backport-util-concurrent/backport-util-concurrent,,maven,,java,104
com.github.julien-truffaut/monocle-macro_2.11,,maven,,java,104
org.flowable/flowable-process-validation,,maven,,java,104
org.openbase/jps,,maven,,java,104
org.jflux/org.jflux.impl.transport.qpid,,maven,,java,104
com.networknt/config,,maven,,java,104
org.flowable/flowable-bpmn-layout,,maven,,java,104
net.sf.jasperreports/jasperreports-fonts,,maven,,java,104
org.jboss.slf4j/slf4j-jboss-logmanager,,maven,,java,104
org.cache2k/cache2k-api,,maven,,java,103
org.jboss.ws/jbossws-common,,maven,,java,103
org.jboss.arquillian.graphene/graphene-webdriver,,maven,,java,103
org.flowable/flowable-bpmn-converter,,maven,,java,103
org.openbase/jul.exception,,maven,,java,103
sk.seges.sesam/sesam-core,,maven,,java,103
org.json4s/json4s-jackson_2.12,,maven,,java,103
net.sf.jasperreports/jasperreports,,maven,,java,102
org.wildfly/wildfly-subsystem-test-framework,,maven,,java,102
com.github.wendykierp/JTransforms,,maven,,java,102
org.wso2.carbon.analytics-common/org.wso2.carbon.databridge.agent,,maven,,java,102
org.locationtech.geomesa/geomesa-feature-avro_2.11,,maven,,java,102
org.wildfly.wildfly-http-client/wildfly-http-ejb-client,,maven,,java,102
org.flowable/flowable-identitylink-service-api,,maven,,java,102
org.jflux/org.jflux.impl.messaging.rk,,maven,,java,102
net.sourceforge.cssparser/cssparser,,maven,,java,102
org.flowable/flowable-dmn-api,,maven,,java,102
org.flowable/flowable-image-generator,,maven,,java,101
org.flowable/flowable-variable-service,,maven,,java,101
org.locationtech.geomesa/geomesa-feature-nio_2.11,,maven,,java,101
com.auth0/java-jwt,,maven,,java,101
org.mongodb/casbah-commons_2.11,,maven,,java,101
be.doeraene/scalajs-jquery_sjs0.6_2.11,,maven,,java,101
com.liferay/com.liferay.application.list.api,,maven,,java,101
org.eclipse.paho/org.eclipse.paho.client.mqttv3,,maven,,java,100
org.wso2.carbon.mediation/org.wso2.carbon.mediator.service,,maven,,java,100
org.ghost4j/ghost4j,,maven,,java,100
com.liferay/com.liferay.dynamic.data.mapping.api,,maven,,java,100
com.liferay/com.liferay.xstream.configurator.api,,maven,,java,100
bouncycastle/bcprov-jdk15,,maven,,java,100
io.apiman/apiman-common-util,,maven,,java,100
com.alibaba/hessian-lite,,maven,,java,100
com.github.julien-truffaut/monocle-core_2.12,,maven,,java,100
org.htmlparser/htmllexer,,maven,,java,100
org.locationtech.geomesa/geomesa-feature-all_2.11,,maven,,java,100
org.jboss.spec.javax.faces/jboss-jsf-api_2.2_spec,,maven,,java,100
joda-time/joda-time-jsptags,,maven,,java,100
org.flowable/flowable-idm-engine-configurator,,maven,,java,100
org.mongodb/casbah-query_2.11,,maven,,java,100
org.scalacheck/scalacheck_2.13.0-M3,,maven,,java,100
org.mongodb/casbah-core_2.11,,maven,,java,99
org.flowable/flowable-identitylink-service,,maven,,java,99
com.github.waffle/waffle-jna,,maven,,java,99
org.wso2.carbon.identity.framework/org.wso2.carbon.identity.event,,maven,,java,99
org.wildfly/wildfly-subsystem-test-controller-7.2.0,,maven,,java,99
org.wildfly/wildfly-subsystem-test-controller-7.1.2,,maven,,java,99
net.sf.kxml/kxml2,,maven,,java,99
io.kotlintest/kotlintest,,maven,,java,99
org.htmlparser/htmlparser,,maven,,java,99
org.flowable/flowable-job-service-api,,maven,,java,98
org.typelevel/algebra_2.11,,maven,,java,98
org.calrissian.mango/mango-core,,maven,,java,98
org.uncommons/reportng,,maven,,java,98
com.google.javascript/closure-compiler,,maven,,java,98
javax.ejb/ejb-api,,maven,,java,98
org.jbibtex/jbibtex,,maven,,java,98
com.amysta.jclouds/jclouds-core,,maven,,java,98
io.reactivex/rxscala_2.11,,maven,,java,98
org.eclipse/yasson,,maven,,java,98
io.argonaut/argonaut_2.12,,maven,,java,98
org.wildfly/wildfly-subsystem-test,,maven,,java,98
org.flowable/flowable-content-api,,maven,,java,98
com.alibaba/dubbo-common,,maven,,java,98
org.atmosphere/atmosphere-annotations,,maven,,java,98
rome/rome,,maven,,java,98
org.commonjava.util/http-testserver,,maven,,java,98
co.fs2/fs2-core_2.12,,maven,,java,97
org.flowable/flowable-task-service-api,,maven,,java,97
org.springframework.roo/org.springframework.roo.shell,,maven,,java,97
com.liferay/com.liferay.petra.xml,,maven,,java,97
org.typelevel/catalysts-macros_2.10,,maven,,java,97
org.openbase/jul.interface,,maven,,java,97
org.rocksdb/rocksdbjni,,maven,,java,97
org.flowable/flowable-job-service,,maven,,java,96
uk.org.lidalia/lidalia-slf4j-ext,,maven,,java,96
org.typelevel/catalysts-platform_2.10,,maven,,java,96
com.typesafe.play/play-cache_2.11,,maven,,java,96
org.uberfire/uberfire-client-api,,maven,,java,96
org.eclipse.dirigible/dirigible-database-sql,,maven,,java,96
org.kuali.jotm/jotm-core,,maven,,java,96
com.eed3si9n.expecty/expecty_2.10,,maven,,java,96
net.sf.qualitycheck/quality-check,,maven,,java,95
net.htmlparser.jericho/jericho-html,,maven,,java,95
org.jboss.weld/weld-core-jsf,,maven,,java,95
org.scala-lang/scala-swing,,maven,,java,95
org.flowable/flowable-task-service,,maven,,java,95
org.flowable/flowable-cmmn-api,,maven,,java,95
ant-contrib/ant-contrib,,maven,,java,95
org.osgi/org.osgi.service.http.whiteboard,,maven,,java,95
org.typelevel/machinist_sjs0.6_2.10,,maven,,java,95
org.eclipse.ditto/ditto-utils-jsr305,,maven,,java,95
org.kuali.rice/rice-core-framework,,maven,,java,95
com.github.scopt/scopt_2.10,,maven,,java,95
io.monix/monix-reactive_2.12,,maven,,java,94
io.grpc/grpc-netty-shaded,,maven,,java,94
org.eclipse.dirigible/dirigible-database-api,,maven,,java,94
org.spire-math/jawn-parser_2.11,,maven,,java,94
regexp/regexp,,maven,,java,94
org.openimaj/core-aop-support,,maven,,java,94
org.kuali.rice/rice-ksb-api,,maven,,java,94
org.typelevel/cats-testkit_2.12,,maven,,java,94
com.typesafe.akka/akka-distributed-data_2.12,,maven,,java,94
de.mkammerer/argon2-jvm,,maven,,java,94
org.openimaj/core-citation,,maven,,java,93
org.typelevel/spire-macros_2.11,,maven,,java,93
com.jgeppert.struts2.jquery/struts2-jquery-plugin,,maven,,java,93
eu.timepit/refined_2.11,,maven,,java,93
com.jsuereth/scala-arm_2.11,,maven,,java,93
uk.org.lidalia/lidalia-test,,maven,,java,93
com.io7m.jequality/io7m-jequality-core,,maven,,java,93
com.github.oshi/oshi-core,,maven,,java,93
com.liferay/com.liferay.shrinkwrap.osgi,,maven,,java,93
org.jboss.arquillian.testenricher/arquillian-testenricher-osgi,,maven,,java,93
uk.org.lidalia/jul-to-slf4j-config,,maven,,java,93
uk.org.lidalia/logging-dependencies,,maven,,java,92
org.kuali.rice/rice-kew-api,,maven,,java,92
org.flowable/flowable-engine,,maven,,java,92
com.google.cloud/google-cloud-core,,maven,,java,92
net.sf.uadetector/uadetector-core,,maven,,java,92
com.alibaba/dubbo-serialization-api,,maven,,java,92
org.typelevel/spire-util_2.11,,maven,,java,92
org.kuali.rice/rice-krad-data,,maven,,java,92
org.molgenis/molgenis-test,,maven,,java,92
org.openurp.code/openurp-code-api,,maven,,java,92
com.lihaoyi/fastparse-utils_2.10,,maven,,java,91
org.jboss.arquillian.container/arquillian-container-osgi,,maven,,java,91
org.ocpsoft.prettytime/prettytime,,maven,,java,91
io.circe/circe-numbers-testing_2.11,,maven,,java,91
org.ow2.jonas/jonas-deployment-api,,maven,,java,91
de.erichseifert.vectorgraphics2d/VectorGraphics2D,,maven,,java,91
org.commonjava.indy/indy-model-core-java,,maven,,java,91
com.typesafe.scala-logging/scala-logging-api_2.10,,maven,,java,91
org.typelevel/spire-platform_2.11,,maven,,java,91
net.i2p.crypto/eddsa,,maven,,java,91
io.airlift/configuration,,maven,,java,91
org.typelevel/spire_2.11,,maven,,java,90
com.helger/ph-jaxb,,maven,,java,90
org.springframework.roo/org.springframework.roo.shell.osgi,,maven,,java,90
io.circe/circe-testing_2.11,,maven,,java,90
uk.org.lidalia/lidalia-lang,,maven,,java,90
net.sf.uadetector/uadetector-resources,,maven,,java,90
tec.units/indriya,,maven,,java,90
it.tidalwave.thesefoolishthings/it-tidalwave-util-test,,maven,,java,90
org.eclipse.dirigible/dirigible-api-facade-http,,maven,,java,90
it.tidalwave.thesefoolishthings/it-tidalwave-util,,maven,,java,90
com.jamesmurty.utils/java-xmlbuilder,,maven,,java,90
org.ow2.jonas/jonas-services-api,,maven,,java,90
com.lihaoyi/fastparse_2.10,,maven,,java,90
org.picketbox/picketbox-infinispan,,maven,,java,90
uk.org.lidalia/standard-test-dependencies,,maven,,java,90
org.springframework.roo/org.springframework.roo.file.monitor,,maven,,java,90
org.eclipse.dirigible/dirigible-repository-api,,maven,,java,90
org.jclouds/jclouds-scriptbuilder,,maven,,java,90
org.kuali.rice/rice-kim-api,,maven,,java,90
com.typesafe.scala-logging/scala-logging-slf4j_2.10,,maven,,java,90
geronimo-spec/geronimo-spec-jta,,maven,,java,90
org.eclipse.rdf4j/rdf4j-repository-http,,maven,,java,89
org.xhtmlrenderer/flying-saucer-pdf-itext5,,maven,,java,89
org.jboss.weld.servlet/weld-servlet,,maven,,java,89
com.opera/operalaunchers,,maven,,java,89
org.axonframework/axon-core,,maven,,java,89
uk.org.lidalia/slf4j-test,,maven,,java,89
net.minidev/ovh-java-sdk-core,,maven,,java,89
jmock/jmock-cglib,,maven,,java,89
org.molgenis/molgenis-util,,maven,,java,89
eu.agrosense.client/lib-geotools,,maven,,java,89
org.springframework.roo/org.springframework.roo.metadata,,maven,,java,89
com.opera/operadriver,,maven,,java,88
org.mongodb/casbah-gridfs_2.11,,maven,,java,88
io.spray/spray-client_2.11,,maven,,java,88
io.reactivex/rxnetty-contexts,,maven,,java,88
org.springframework.roo/org.springframework.roo.model,,maven,,java,88
com.typesafe.akka/akka-remote_2.11,,maven,,java,88
displaytag/displaytag,,maven,,java,88
org.bouncycastle/bcmail-jdk16,,maven,,java,88
org.scalaz/scalaz-effect_2.12,,maven,,java,88
org.jclouds/jclouds-compute,,maven,,java,88
org.kuali.rice/rice-krad-app-framework,,maven,,java,88
org.molgenis/molgenis-security-core,,maven,,java,88
org.sonatype.aether/aether-api,,maven,,java,88
sk.seges.sesam/sesam-core-api,,maven,,java,88
org.molgenis/molgenis-i18n,,maven,,java,88
org.typelevel/cats-kernel-laws_2.10,,maven,,java,88
org.openehealth.ipf.commons/ipf-commons-core,,maven,,java,88
org.eclipse.dirigible/dirigible-api-facade-security,,maven,,java,88
org.springframework.roo/org.springframework.roo.file.undo,,maven,,java,88
org.commonjava.aprox/aprox-model-core-java,,maven,,java,88
org.eclipse.rdf4j/rdf4j-queryrender,,maven,,java,88
org.sonarsource.java/sonar-jacoco-listeners,,maven,,java,87
io.airlift/log-manager,,maven,,java,87
biz.aQute/bndlib,,maven,,java,87
com.yammer.metrics/metrics-annotation,,maven,,java,87
org.molgenis/molgenis-data,,maven,,java,87
org.wso2.balana/org.wso2.balana.utils,,maven,,java,87
org.springframework.roo/org.springframework.roo.process.manager,,maven,,java,87
org.uberfire/uberfire-backend-api,,maven,,java,87
org.scala-native/nativelib_native0.3_2.11,,maven,,java,87
org.wso2.carbon.analytics-common/org.wso2.carbon.event.output.adapter.core,,maven,,java,87
org.mongodb/casbah_2.11,,maven,,java,87
