package name,version,source,downloads,language,use_count
io.servicecomb/common-rest,,maven,,java,29
org.refcodes/refcodes-criteria,,maven,,java,29
io.cloudsoft.jclouds.labs/google-compute-engine,,maven,,java,29
com.bbossgroups.security/bboss-security,,maven,,java,29
com.tridion/cd_common_util,,maven,,java,29
net.digitalid.utility/utility-circumfixes,,maven,,java,29
br.com.caelum/iogi,,maven,,java,29
com.github.alexarchambault.ammonium/interpreter-api_2.10.6,,maven,,java,29
trove/trove,,maven,,java,29
ws.unfiltered/unfiltered_2.12,,maven,,java,29
org.unitils/unitils-dbunit,,maven,,java,29
com.networknt/security,,maven,,java,29
org.rythmengine/rythm-engine,,maven,,java,29
org.specs2/specs2-matcher_2.13.0-M4,,maven,,java,29
io.apiman/apiman-common-net,,maven,,java,29
com.jcraft/jsch.agentproxy.sshagent,,maven,,java,29
org.http4k/http4k-core,,maven,,java,29
org.hawkular.btm/hawkular-btm-server-api,,maven,,java,29
io.tracee.backend/tracee-slf4j,,maven,,java,29
net.servicegrid/jp.go.nict.langrid.commons,,maven,,java,29
org.wso2.orbit.io.swagger/swagger-codegen,,maven,,java,29
net.kpipes/kpipes-lib-commons,,maven,,java,29
com.codahale.metrics/metrics-graphite,,maven,,java,29
com.thinkaurelius.titan/titan-core,,maven,,java,29
com.metamx/http-client,,maven,,java,28
com.github.alexarchambault.ammonium/tprint_2.10.6,,maven,,java,28
com.bbossgroups/bboss-htmlparser,,maven,,java,28
com.github.widebase/widebase-db-column_2.9.1,,maven,,java,28
org.hawkular.commons/hawkular-command-gateway-war,,maven,,java,28
org.wso2.carbon.business-process/org.wso2.carbon.attachment.mgt.skeleton,,maven,,java,28
com.manydesigns/elements,,maven,,java,28
org.gridkit.lab/interceptor,,maven,,java,28
org.wso2.carbon.registry/org.wso2.carbon.registry.properties.stub,,maven,,java,28
org.uberfire/uberfire-services-api,,maven,,java,28
ca.carleton.gcrc/nunaliit2-json,,maven,,java,28
edu.washington.cs.knowitall.common-scala/common-scala_2.9.2,,maven,,java,28
com.elastisys.scale/commons.util,,maven,,java,28
com.thinkbiganalytics.kylo/kylo-commons-security,,maven,,java,28
com.trilead/trilead-ssh2,,maven,,java,28
technology.yiss.kotlin/kotlin-test-annotations-common,,maven,,java,28
com.jcraft/jsch.agentproxy.jsch,,maven,,java,28
org.exparity/hamcrest-date,,maven,,java,28
org.wso2.carbon.analytics-common/org.wso2.carbon.event.input.adapter.core,,maven,,java,28
org.jboss.arquillian.extension/arquillian-drone-selenium,,maven,,java,28
io.servicecomb.demo/demo-schema,,maven,,java,28
com.github.widebase/widebase-io-filter_2.9.1,,maven,,java,28
net.java.truevfs/truevfs-access,,maven,,java,28
org.kuali.rice/rice-ksb-web,,maven,,java,28
io.gravitee.resource/gravitee-resource-api,,maven,,java,28
org.bouncycastle/bcmail-jdk14,,maven,,java,28
com.helger/ph-tenancy,,maven,,java,28
com.novell.ldap/jldap,,maven,,java,28
org.eclipse.kapua/kapua-message-api,,maven,,java,28
net.jafama/jafama,,maven,,java,28
net.digitalid.utility/utility-exceptions,,maven,,java,28
nz.net.ultraq.thymeleaf/thymeleaf-layout-dialect,,maven,,java,28
org.skinny-framework/skinny-micro-common_2.12,,maven,,java,28
org.restcomm.protocols.ss7.isup/isup-api,,maven,,java,28
org.typelevel/export-hook_2.12,,maven,,java,28
net.digitalid.utility/utility-tuples,,maven,,java,28
net.stickycode.composite/sticky-composite-logging-api,,maven,,java,28
com.google.cloud.trace/core,,maven,,java,28
com.lordofthejars/nosqlunit-core,,maven,,java,28
com.gitblit.fathom/fathom-core,,maven,,java,28
org.sweble.wikitext/swc-parser-lazy,,maven,,java,28
com.github.cafdataprocessing/worker-policy-shared,,maven,,java,28
nl.cloudfarming.client/geoviewer-api,,maven,,java,28
it.unibz.inf.ontop/ontop-mapping-core,,maven,,java,28
com.miglayout/miglayout-javafx,,maven,,java,28
org.alluxio/alluxio-core-protobuf,,maven,,java,28
org.orbisgis/cts,,maven,,java,28
com.github.wumpz/diffutils,,maven,,java,28
com.google.inject.extensions/guice-jndi,,maven,,java,28
eu.limetri.client/mapviewer-api,,maven,,java,28
dumbster/dumbster,,maven,,java,28
org.xipki.iaik/pkcs11-constants,,maven,,java,28
com.soywiz/kmem-js,,maven,,java,28
org.restcomm.protocols.ss7.sccp/sccp-impl,,maven,,java,28
org.modeshape/modeshape-persistence-file,,maven,,java,28
li.rudin.core/core-logger,,maven,,java,28
net.sf.tweety.logics/fol,,maven,,java,28
uk.co.jemos.podam/podam,,maven,,java,28
org.powerscala/powerscala-reflect_2.9.2,,maven,,java,28
org.hammerlab/paths_2.11,,maven,,java,28
org.jglobus/jsse,,maven,,java,28
org.hawkular.inventory/hawkular-inventory-api,,maven,,java,28
com.bbossgroups/bboss-hession,,maven,,java,28
org.codehaus.griffon/griffon-groovy,,maven,,java,28
io.airlift/airline,,maven,,java,28
org.modeshape/modeshape-persistence-relational,,maven,,java,28
org.ow2.joram/joram-shared,,maven,,java,28
com.eurodyn.qlack2.fuse/qlack2-fuse-idm-api,,maven,,java,28
com.blazegraph/junit-ext,,maven,,java,28
org.hawkular.commons/hawkular-nest-wf-extension,,maven,,java,28
com.sdl/odata_renderer,,maven,,java,28
com.kailuowang/mainecoon-core_2.11,,maven,,java,28
com.github.pathikrit/better-files_2.11,,maven,,java,28
org.ff4j/ff4j-test,,maven,,java,28
edu.washington.cs.knowitall.nlptools/nlptools-core_2.10,,maven,,java,28
org.specs2/specs2-core_2.13.0-M4,,maven,,java,28
org.wso2.carbon.registry/org.wso2.carbon.registry.profiles.stub,,maven,,java,28
net.anwiba.commons/anwiba-commons-reference,,maven,,java,28
org.jboss.arquillian.extension/arquillian-warp-spi,,maven,,java,28
com.sun.grizzly/grizzly-servlet-webserver,,maven,,java,28
org.diirt/diirt-util,,maven,,java,28
org.eclipse.jgit/org.eclipse.jgit.archive,,maven,,java,28
org.codehaus.griffon.plugins/griffon-monitor-core,,maven,,java,28
com.ning.billing/killbill-api,,maven,,java,28
com.github.tototoshi/scala-csv_2.10,,maven,,java,28
org.refcodes/refcodes-logger,,maven,,java,28
org.wso2.carbon.analytics/org.wso2.carbon.analytics.spark.core,,maven,,java,28
com.sdl/odata_edm,,maven,,java,28
org.wso2.carbon.devicemgt/org.wso2.carbon.device.mgt.core,,maven,,java,28
com.netflix.astyanax/astyanax,,maven,,java,28
net.spals.appbuilder/spals-appbuilder-config,,maven,,java,28
org.scalikejdbc/scalikejdbc-interpolation_2.10,,maven,,java,28
org.commonjava.web/webdav-handler-common,,maven,,java,28
io.brooklyn/brooklyn-locations-jclouds,,maven,,java,28
org.wso2.charon/org.wso2.charon3.core,,maven,,java,28
com.github.kristofa/brave-core,,maven,,java,28
org.ow2.jonas/jonas-security-jacc-handlers,,maven,,java,28
org.jboss.arquillian.extension/arquillian-transaction-impl-base,,maven,,java,28
com.io7m.jranges/com.io7m.jranges.core,,maven,,java,28
org.wso2.carbon.mediation/org.wso2.carbon.mediation.templates.stub,,maven,,java,28
com.iheart/ficus_2.12,,maven,,java,28
org.openehealth.ipf.commons/ipf-commons-spring,,maven,,java,28
com.nepxion/matrix-aop-starter,,maven,,java,28
org.kuali.common/kuali-util,,maven,,java,28
com.cronutils/cron-utils,,maven,,java,28
org.sweble.wikitext/swc-engine,,maven,,java,28
net.smolok/smolok-lib-common,,maven,,java,28
org.arquillian.ape/arquillian-ape-api,,maven,,java,28
com.bbossgroups/bboss-event,,maven,,java,28
ai.idylnlp/idylnlp-testing,,maven,,java,28
com.sksamuel.scruffy/scruffy-http_2.11,,maven,,java,28
org.jogamp.jogl/jogl-all-main,,maven,,java,28
org.uberfire/uberfire-workbench-processors,,maven,,java,28
net.sf.jung/jung-io,,maven,,java,28
org.gwtbootstrap3/gwtbootstrap3-extras,,maven,,java,28
com.stormpath.spring/stormpath-spring-security-webmvc,,maven,,java,28
org.andromda.translationlibraries/andromda-ocl-query-library,,maven,,java,27
edu.emory.mathcs.util/emory-util-security,,maven,,java,27
net.jodah/lyra,,maven,,java,27
com.hack23.cia/model.common.api,,maven,,java,27
io.github.jklingsporn/vertx-jooq-classic-async,,maven,,java,27
org.wso2.carbon.business-process/org.wso2.carbon.attachment.mgt,,maven,,java,27
org.immutables/value-annotations,,maven,,java,27
org.fcrepo.camel/fcrepo-camel,,maven,,java,27
io.youi/youi-stream_2.12,,maven,,java,27
org.eclipse.ditto/ditto-services-models-things,,maven,,java,27
org.cthul/cthul-matchers,,maven,,java,27
io.github.jklingsporn/vertx-jooq-classic-reactive,,maven,,java,27
org.jodd/jodd-lagarto,,maven,,java,27
com.helger/ph-oton-html,,maven,,java,27
com.manydesigns/portofino-base,,maven,,java,27
org.openurp.people.base/openurp-people-base-api,,maven,,java,27
com.github.widebase/widebase-io-column_2.9.1,,maven,,java,27
io.github.jklingsporn/vertx-jooq-rx-async,,maven,,java,27
com.google.api-client/google-api-client-jackson2,,maven,,java,27
org.activecomponents.jadex/jadex-commons-gui,,maven,,java,27
com.foursquare/common-thrift-bson,,maven,,java,27
org.openwms/org.openwms.core.domain,,maven,,java,27
org.jbundle.config.dep/jbundle-config-dep-main,,maven,,java,27
org.typelevel/shapeless-contrib-common_2.11,,maven,,java,27
com.sksamuel.scruffy/scruffy-client_2.10,,maven,,java,27
com.lihaoyi/sourcecode_sjs0.6_2.10,,maven,,java,27
de.learnlib/learnlib-settings,,maven,,java,27
com.typesafe.akka/akka-stream-testkit-experimental_2.10,,maven,,java,27
com.github.chhh/javolution-core-java-msftbx,,maven,,java,27
org.elasticsearch.client/rest,,maven,,java,27
io.gravitee.gateway/gravitee-gateway-env,,maven,,java,27
org.skinny-framework/scalatra-test_2.11,,maven,,java,27
org.sonarsource.analyzer-commons/sonar-analyzer-commons,,maven,,java,27
net.digitalid.utility/utility-functional,,maven,,java,27
com.brienwheeler.lib/lib-logging-defconfig,,maven,,java,27
org.powerscala/powerscala-core_2.9.2,,maven,,java,27
org.eurekaclinical/eurekaclinical-standard-apis,,maven,,java,27
com.helger/ph-oton-security,,maven,,java,27
org.deephacks/confit-api-model,,maven,,java,27
io.github.jklingsporn/vertx-jooq-classic-jdbc,,maven,,java,27
org.wso2.carbon.lcm/org.wso2.carbon.lcm.core,,maven,,java,27
org.xwiki.rendering/xwiki-rendering-syntax-xhtml,,maven,,java,27
org.littleshoot/util,,maven,,java,27
com.almende.eve/eve-common,,maven,,java,27
org.wso2.carbon.deployment/org.wso2.carbon.aarservices.stub,,maven,,java,27
net.java.truevfs/truevfs-comp-tardriver,,maven,,java,27
com.stormpath.spring/stormpath-webmvc-spring-boot-starter,,maven,,java,27
org.hawkular.commons/hawkular-nest-feature-pack,,maven,,java,27
org.ow2.jonas/jonas-security-core,,maven,,java,27
org.bouncycastle/bctsp-jdk14,,maven,,java,27
com.gluonhq/charm-down-core-ios,,maven,,java,27
net.officefloor.web/officeweb,,maven,,java,27
io.github.jklingsporn/vertx-jooq-completablefuture-reactive,,maven,,java,27
org.modeshape/modeshape-jcr,,maven,,java,27
com.holon-platform.jdbc/holon-jdbc,,maven,,java,27
com.liferay/com.liferay.journal.api,,maven,,java,27
org.scala-lang.modules/scala-parser-combinators_2.12.0-RC1,,maven,,java,27
com.google.common.html.types/types,,maven,,java,27
net.oauth.core/oauth-provider,,maven,,java,27
io.github.jklingsporn/vertx-jooq-completablefuture-jdbc,,maven,,java,27
com.google.guava/guava-primitives,,maven,,java,27
com.github.japgolly.scalajs-react/extra_sjs0.6_2.12,,maven,,java,27
jgraph/jgraph,,maven,,java,27
io.github.jklingsporn/vertx-jooq-rx-jdbc,,maven,,java,27
org.wso2.carbon.transport/org.wso2.carbon.connector.framework,,maven,,java,27
com.foreach.across/across-core,,maven,,java,27
com.bbossgroups/bboss-taglib,,maven,,java,27
org.eurekaclinical/javautil,,maven,,java,27
io.github.jklingsporn/vertx-jooq-rx-reactive,,maven,,java,27
org.clojure/core.memoize,,maven,,java,27
com.powsybl/powsybl-afs-storage-api,,maven,,java,27
com.typesafe.slick/slick-hikaricp_2.11,,maven,,java,27
com.github.kevinsawicki/http-request,,maven,,java,27
org.openehealth.ipf.commons/ipf-commons-ihe-ws,,maven,,java,27
com.orientechnologies/orientdb-graphdb,,maven,,java,27
de.learnlib.testsupport/learnlib-learning-examples,,maven,,java,27
org.duracloud/common-test,,maven,,java,27
de.holisticon.util.tracee/tracee-api,,maven,,java,27
org.eclipse.dirigible/dirigible-database-h2,,maven,,java,27
eu.medsea.mimeutil/mime-util,,maven,,java,27
org.eclipse.aether/aether-transport-wagon,,maven,,java,27
com.thedeanda/lorem,,maven,,java,27
org.gridkit.lab/telecontrol-ssh,,maven,,java,27
org.opensaml/opensaml-xmlsec-api,,maven,,java,27
com.github.alexarchambault/scalacheck-shapeless_1.13_sjs0.6_2.11,,maven,,java,27
eu.agrosense.spi/farm,,maven,,java,27
de.deepamehta/deepamehta-core,,maven,,java,27
io.argonaut/argonaut-scalaz_2.12,,maven,,java,27
findbugs/annotations,,maven,,java,27
com.metamx/emitter,,maven,,java,27
com.typesafe.play/play-guice_2.13.0-M3,,maven,,java,27
com.typesafe.play/play-jdbc-evolutions_2.11,,maven,,java,27
org.xipki.iaik/sunpkcs11-wrapper,,maven,,java,27
net.java.truevfs/truevfs-driver-jar,,maven,,java,27
org.scalaz/scalaz-concurrent_2.12.0-RC1,,maven,,java,27
org.locationtech.geomesa/geomesa-jobs_2.11,,maven,,java,27
org.wso2.carbon.business-process/org.wso2.carbon.bpel.common,,maven,,java,27
net.shibboleth.ext/spring-extensions,,maven,,java,27
org.wso2.carbon.analytics/org.wso2.carbon.analytics.msf4j.interceptor.common,,maven,,java,27
com.bbossgroups.security/bboss-ticket,,maven,,java,27
org.spincast/spincast-plugins-http-client,,maven,,java,27
com.foursquare/common-thrift-json,,maven,,java,27
info.picocli/picocli,,maven,,java,27
com.espertech/esper,,maven,,java,27
io.github.jklingsporn/vertx-jooq-completablefuture-async,,maven,,java,27
org.wso2.carbon.analytics-common/org.wso2.carbon.analytics.permissions,,maven,,java,27
eu.agrosense.api/style,,maven,,java,27
org.alluxio/alluxio-core-common,,maven,,java,27
io.crnk/crnk-core,,maven,,java,27
org.scalamacros/resetallattrs_2.12,,maven,,java,27
com.google.errorprone/javac,,maven,,java,27
org.openurp.code/openurp-code-model-job,,maven,,java,27
io.atomix.catalyst/catalyst-concurrent,,maven,,java,27
com.github.cafapi.util/util-moduleloader,,maven,,java,27
com.hurence.logisland/logisland-utils,,maven,,java,27
org.scalikejdbc/scalikejdbc_2.10,,maven,,java,27
org.biojava.thirdparty/forester,,maven,,java,27
li.rudin.core/core-test,,maven,,java,27
org.scalaz/scalaz-effect_2.12.0-RC1,,maven,,java,27
ws.unfiltered/unfiltered-util_2.11,,maven,,java,26
org.spire-math/imp_sjs0.6_2.12,,maven,,java,26
com.google.dagger/dagger-producers,,maven,,java,26
org.slf4s/slf4s-api_2.11,,maven,,java,26
com.typesafe.play/play-server_2.13.0-M3,,maven,,java,26
it.tidalwave.northernwind/it-tidalwave-northernwind-core-profiling,,maven,,java,26
org.ow2.bundles/ow2-bundles-externals-jaxb2,,maven,,java,26
com.wordnik/swagger-core_2.11,,maven,,java,26
fr.vsct.tock/tock-nlp-entity-value,,maven,,java,26
com.foreach.across/across-web,,maven,,java,26
org.scalatestplus.play/scalatestplus-play_2.12,,maven,,java,26
com.nrinaudo/kantan.codecs-laws_2.10,,maven,,java,26
org.coodex/concrete-jaxrs,,maven,,java,26
org.xipki.tk/security,,maven,,java,26
org.unitils/unitils-io,,maven,,java,26
io.monix/minitest-laws_2.10,,maven,,java,26
com.jcraft/jsch.agentproxy.pageant,,maven,,java,26
io.github.jklingsporn/vertx-jooq-generate,,maven,,java,26
com.sksamuel.scruffy/scruffy-server_2.10,,maven,,java,26
org.scala-lang.modules/scala-xml_sjs0.6_2.12,,maven,,java,26
org.ow2.jonas/jonas-naming,,maven,,java,26
com.couchbase.client/couchbase-client,,maven,,java,26
io.brooklyn/brooklyn-jmxrmi-agent,,maven,,java,26
org.spark-project.hive.shims/hive-shims-0.23,,maven,,java,26
org.eclipse.hawkbit/hawkbit-core,,maven,,java,26
com.couchace/couchace-annotations,,maven,,java,26
eu.stratosphere/stratosphere-runtime,,maven,,java,26
com.vladmihalcea.flexy-pool/flexy-dropwizard-metrics,,maven,,java,26
org.giavacms.common/giavacms-common-base,,maven,,java,26
io.sphere.sdk.jvm/sdk-http,,maven,,java,26
com.data-artisans/flakka-actor_2.10,,maven,,java,26
org.scalaz/scalaz-core_2.12.0-M4,,maven,,java,26
org.eclipse.jgit/org.eclipse.jgit.lfs,,maven,,java,26
com.powsybl/powsybl-iidm-api,,maven,,java,26
com.sksamuel.scam/scam_2.11,,maven,,java,26
org.camunda.bpm.extension.springboot/camunda-bpm-spring-boot-starter-test,,maven,,java,26
org.graphstream/gs-core,,maven,,java,26
org.scalacheck/scalacheck_2.13.0-M1,,maven,,java,26
com.google.guava/guava-collections,,maven,,java,26
de.learnlib/learnlib-statistics,,maven,,java,26
org.gatein.pc/pc-embed,,maven,,java,26
org.mechio/org.mechio.integration.animation_motion,,maven,,java,26
org.scalatestplus.play/scalatestplus-play_2.11,,maven,,java,26
br.com.caelum/vraptor,,maven,,java,26
org.spire-math/jawn-util_2.11,,maven,,java,26
org.typelevel/export-hook_2.11,,maven,,java,26
com.bbossgroups.security/bboss-security-web-inf,,maven,,java,26
eu.limetri.client/mapviewer-swing,,maven,,java,26
com.github.alexarchambault.ammonium/interpreter-api_2.11.7,,maven,,java,26
junitperf/junitperf,,maven,,java,26
org.jetbrains/annotations-java5,,maven,,java,26
org.unitils/unitils-orm,,maven,,java,26
org.spire-math/imp_sjs0.6_2.11,,maven,,java,26
org.testifyproject.junit4/unit-test,,maven,,java,26
com.data-artisans/flakka-actor_2.11,,maven,,java,26
io.atomix.catalyst/catalyst-transport,,maven,,java,26
io.frees/iota-core_2.11,,maven,,java,26
org.clojure/tools.analyzer,,maven,,java,26
com.github.mpilquist/simulacrum_2.12.0-RC2,,maven,,java,26
org.wso2.carbon.mediation/org.wso2.carbon.message.store.stub,,maven,,java,26
org.openurp.base/openurp-base-model,,maven,,java,26
fr.inria.powerapi.formula/formula-cpu-api,,maven,,java,26
org.eclipse.jgit/org.eclipse.jgit.http.apache,,maven,,java,26
org.springframework/spring-webmvc-portlet,,maven,,java,26
org.eurekaclinical/eurekaclinical-common,,maven,,java,26
de.holisticon.util.tracee/tracee-testhelper,,maven,,java,26
net.sf.lucis/lucis-api,,maven,,java,26
org.bgee.log4jdbc-log4j2/log4jdbc-log4j2-jdbc4,,maven,,java,26
jivesoftware/smack,,maven,,java,26
org.restcomm.protocols.ss7.tcap/tcap-impl,,maven,,java,26
com.netflix.ribbon/ribbon,,maven,,java,26
it.tidalwave.northernwind/it-tidalwave-northernwind-core-filesystem-basic,,maven,,java,26
com.jcraft/jsch.agentproxy.usocket-nc,,maven,,java,26
org.ow2.joram/joram-mom-core,,maven,,java,26
com.hack23.cia/model.common.impl,,maven,,java,26
org.springframework.roo/org.springframework.roo.addon.backup,,maven,,java,26
io.gravitee.am.certificate/gravitee-am-certificate-api,,maven,,java,26
org.andromda.profiles.uml14/andromda-profile,,maven,,java,26
com.github.1991wangliang/lorne_core,,maven,,java,26
org.typelevel/machinist_2.12.0-RC2,,maven,,java,26
org.openurp.people.base/openurp-people-base-model,,maven,,java,26
org.xowl.infra/xowl-server-api,,maven,,java,26
edu.emory.mathcs.util/emory-util-classloader,,maven,,java,26
net.digitalid.utility/utility-immutable,,maven,,java,26
com.github.emc-mongoose/mongoose-api-model,,maven,,java,26
org.arquillian.ape/arquillian-ape-spi,,maven,,java,26
org.opensaml/opensaml-profile-api,,maven,,java,26
org.commonjava.aprox/aprox-test-fixtures-core,,maven,,java,26
com.slamdata/pathy-core_2.11,,maven,,java,26
org.webpieces/core-mock,,maven,,java,26
com.redhat.lightblue/util,,maven,,java,26
org.spark-project.hive.shims/hive-shims-0.20S,,maven,,java,26
org.specs2/specs2-codata_2.12.0-RC1,,maven,,java,26
com.chuusai/shapeless_2.12.0-RC2,,maven,,java,26
io.buoyant/admin_2.12,,maven,,java,26
org.typelevel/shapeless-scalacheck_2.11,,maven,,java,26
com.brienwheeler.lib/lib-logging,,maven,,java,26
com.networknt/switcher,,maven,,java,26
org.scalactic/scalactic_2.10,,maven,,java,26
org.scalaz/scalaz-core_2.12.0-M2,,maven,,java,26
biz.paluch.redis/lettuce,,maven,,java,26
cn.vertxup/vertx-co,,maven,,java,26
io.brooklyn/brooklyn-policy,,maven,,java,26
com.soywiz/kds-js,,maven,,java,26
org.spark-project.hive.shims/hive-shims-scheduler,,maven,,java,26
org.skinny-framework/skinny-micro_2.11,,maven,,java,26
com.sun.grizzly/grizzly-websockets,,maven,,java,26
com.github.widebase/widebase-db-table_2.9.1,,maven,,java,26
com.github.alexarchambault/scalacheck-shapeless_1.13_sjs0.6_2.12,,maven,,java,26
com.github.persapiens/jsf-spring-boot-autoconfigure,,maven,,java,26
io.brooklyn/brooklyn-jmxmp-agent,,maven,,java,26
org.mapstruct/mapstruct-jdk8,,maven,,java,26
org.wso2.carbon.deployment/org.wso2.carbon.webapp.mgt.stub,,maven,,java,26
com.chuusai/shapeless_2.10.4,,maven,,java,26
org.arquillian.extension/arquillian-recorder-spi,,maven,,java,26
org.scalatra/scalatra-scalatest_2.10,,maven,,java,26
io.github.jklingsporn/vertx-jooq-future,,maven,,java,26
de.sciss/serial_2.10,,maven,,java,26
io.spray/spray-routing,,maven,,java,26
org.hawkular.agent/hawkular-agent-core,,maven,,java,26
it.tidalwave.northernwind/it-tidalwave-html-patches,,maven,,java,26
org.typelevel/cats-kernel_2.12.0-RC2,,maven,,java,26
io.sphere.sdk.jvm/sphere-java-client-ahc-1_9,,maven,,java,25
io.ratpack/ratpack-guice,,maven,,java,25
org.sakaiproject.calendar/sakai-calendar-api,,maven,,java,25
org.arquillian.ape/arquillian-ape-core,,maven,,java,25
com.elastisys.scale/commons.json,,maven,,java,25
com.bbossgroups.security/bboss-security-web,,maven,,java,25
com.github.haifengl/smile-graph,,maven,,java,25
org.hawkular.apm/hawkular-apm-tests-common,,maven,,java,25
org.flowable/flowable-json-converter,,maven,,java,25
org.typelevel/cats-macros_2.12.0-RC2,,maven,,java,25
org.scalaz/scalaz-core_2.12.0-M5,,maven,,java,25
com.github.scala-incubator.io/scala-io-core_2.11,,maven,,java,25
org.jboss.spec/jboss-javaee-7.0,,maven,,java,25
org.powermock/powermock-api-mockito-common,,maven,,java,25
net.thucydides/thucydides-report-resources,,maven,,java,25
it.tidalwave.northernwind/it-tidalwave-northernwind-core-default,,maven,,java,25
org.wso2.carbon.mediation/org.wso2.carbon.task.stub,,maven,,java,25
pl.touk.nussknacker/nussknacker-api_2.11,,maven,,java,25
net.sourceforge.argo/argo,,maven,,java,25
com.blazegraph/bigdata-ganglia,,maven,,java,25
com.ecyrd.speed4j/speed4j,,maven,,java,25
org.arquillian.extension/arquillian-recorder-reporter-spi,,maven,,java,25
exml/exml,,maven,,java,25
net.java.truecommons/truecommons-key-swing,,maven,,java,25
org.deephacks/confit-api-runtime,,maven,,java,25
net.tirasa.connid/connector-framework,,maven,,java,25
org.deephacks/confit-api-admin,,maven,,java,25
org.spark-project.hive/hive-shims,,maven,,java,25
com.typesafe.play/shaded-oauth,,maven,,java,25
io.brooklyn/brooklyn-software-base,,maven,,java,25
com.soywiz/klock-js,,maven,,java,25
com.github.npathai/hamcrest-optional,,maven,,java,25
org.jetbrains.spek/spek-api,,maven,,java,25
math.geom2d/javaGeom,,maven,,java,25
org.eclipse.jgit/org.eclipse.jgit.lfs.server,,maven,,java,25
com.github.paulcwarren/ginkgo4j,,maven,,java,25
net.ymate.platform/ymate-platform-core,,maven,,java,25
org.eclipse.ditto/ditto-model-thingsearch,,maven,,java,25
org.erlang.otp/jinterface,,maven,,java,25
org.scalaj/scalaj-collection_2.8.0,,maven,,java,25
org.commonjava.indy.boot/indy-booter-jaxrs,,maven,,java,25
io.github.msdk/msdk-io-mzxml,,maven,,java,25
com.lihaoyi/ammonite-interp_2.11.8,,maven,,java,25
io.vertigo/vertigo-commons-api,,maven,,java,25
com.thinkbiganalytics.kylo/kylo-security-api,,maven,,java,25
io.circe/circe-numbers_sjs0.6_2.10,,maven,,java,25
ar.com.hjg/pngj,,maven,,java,25
org.ogema.ref-impl/internal-api,,maven,,java,25
com.github.finagle/finch-core_2.11,,maven,,java,25
com.github.alexarchambault.ammonium/tprint_2.11.7,,maven,,java,25
org.specs2/specs2-common_2.12.0-RC1,,maven,,java,25
com.networknt/registry,,maven,,java,25
com.github.haifengl/smile-data,,maven,,java,25
io.apiman/apiman-manager-api-core,,maven,,java,25
com.brienwheeler.lib/lib-test,,maven,,java,25
com.typesafe.play/shaded-asynchttpclient,,maven,,java,25
com.github.alexarchambault.ammonium/setup_2.10.6,,maven,,java,25
io.sphere.sdk.jvm/sphere-common,,maven,,java,25
de.hpi.isg/profiledb-store,,maven,,java,25
org.jupyter-scala/ammonite-ops_2.11,,maven,,java,25
org.openehealth.ipf.gazelle/ipf-gazelle-validation-profiles-core,,maven,,java,25
com.holon-platform.core/holon-starter,,maven,,java,25
org.clojure/java.classpath,,maven,,java,25
com.nrinaudo/kantan.codecs_sjs0.6_2.11,,maven,,java,25
io.csar/csar,,maven,,java,25
ch.mfrey.jackson/jackson-antpathfilter,,maven,,java,25
org.scalacheck/scalacheck_2.12.0-M2,,maven,,java,25
com.outr/perfolation-macros_sjs0.6_2.12,,maven,,java,25
de.learnlib/learnlib-util,,maven,,java,25
org.sakaiproject.emailtemplateservice/emailtemplateservice-api,,maven,,java,25
org.appdapter/org.appdapter.lib.remote,,maven,,java,25
org.aksw.jena-sparql-api/jena-sparql-api-views,,maven,,java,25
com.revolsys.open/com.revolsys.open.core,,maven,,java,25
io.kotlintest/kotlintest-assertions,,maven,,java,25
com.metamx/server-metrics,,maven,,java,25
com.typesafe.akka/akka-parsing-experimental_2.11,,maven,,java,25
fish.payara.extras/payara-embedded-all,,maven,,java,25
net.anwiba.commons/anwiba-commons-ensure,,maven,,java,25
org.visallo/visallo-closure-compiler,,maven,,java,25
org.wso2.carbon.coordination/org.wso2.carbon.cluster.coordinator.commons,,maven,,java,25
org.springframework.roo/org.springframework.roo.addon.web.mvc.jsp,,maven,,java,25
com.networknt/body,,maven,,java,25
net.digitalid.utility/utility-string,,maven,,java,25
io.monix/monix-types_sjs0.6_2.11,,maven,,java,25
org.scaldi/scaldi_2.11,,maven,,java,25
de.bmiag.tapir/tapir-annotation-processing,,maven,,java,25
org.springframework.session/spring-session,,maven,,java,25
org.utgenome.thirdparty/picard,,maven,,java,25
fr.iscpif.gridscale/gridscale_2.10,,maven,,java,25
net.officefloor.web/officeweb_security,,maven,,java,25
org.codelibs/jhighlight,,maven,,java,25
io.monix/minitest_sjs0.6_2.10,,maven,,java,25
de.akquinet.jbosscc/jbosscc-needle,,maven,,java,25
net.thucydides/thucydides-sample-alternative-resources,,maven,,java,25
com.eduworks/ec.base,,maven,,java,25
io.monix/monix-types_sjs0.6_2.12,,maven,,java,25
net.jini/jini-ext,,maven,,java,25
eu.agrosense.spi/session,,maven,,java,25
org.squeryl/squeryl_2.11,,maven,,java,25
org.semarglproject/semargl-sesame,,maven,,java,25
org.jogamp.jogl/jogl-all,,maven,,java,25
com.soywiz/kzlib-js,,maven,,java,25
org.eobjects.datacleaner/DataCleaner-basic-analyzers,,maven,,java,25
com.v5analytics.webster/webster,,maven,,java,25
de.mhus.lib/mhu-lib-jms,,maven,,java,25
org.ebaysf.web/cors-filter,,maven,,java,25
net.thucydides/thucydides-test-utils,,maven,,java,25
