package name,version,source,downloads,language
django-chroniker,,pypi,"{'overall': 16085, u'last_month': 514, u'last_week': 124, u'last_day': 20}",python
django-chronograph,,pypi,"{'overall': 983, u'last_month': 58, u'last_week': 12, u'last_day': 3}",python
django-chronograph-ispm-new,,pypi,"{'overall': 904, u'last_month': 33, u'last_week': 7, u'last_day': 3}",python
django-class-settings,,pypi,"{'overall': 1846, u'last_month': 844, u'last_week': 258, u'last_day': 37}",python
django-classview-bootstra386,,pypi,"{'overall': 1665, u'last_month': 36, u'last_week': 9, u'last_day': 3}",python
django-classview-bootstrap3,,pypi,"{'overall': 3553, u'last_month': 46, u'last_week': 14, u'last_day': 3}",python
django-cloud-deploy,,pypi,"{'overall': 6919, u'last_month': 104, u'last_week': 45, u'last_day': 10}",python
django-cmskit,,pypi,"{'overall': 510, u'last_month': 37, u'last_week': 9, u'last_day': 5}",python
django-cms-tools,,pypi,"{'overall': 30786, u'last_month': 306, u'last_week': 72, u'last_day': 16}",python
django-codebase,,pypi,"{u'last_month': 66, u'last_week': 11, u'last_day': 3}",python
django-code-linter,,pypi,"{'overall': 2403, u'last_month': 50, u'last_week': 13, u'last_day': 3}",python
django-codenerix,,pypi,"{'overall': 85088, u'last_month': 438, u'last_week': 130, u'last_day': 10}",python
django-codenerix-cms,,pypi,"{'overall': 13617, u'last_month': 101, u'last_week': 29, u'last_day': 3}",python
django-codenerix-email,,pypi,"{'overall': 12879, u'last_month': 92, u'last_week': 23, u'last_day': 4}",python
django-codenerix-geodata,,pypi,"{'overall': 9739, u'last_month': 82, u'last_week': 19, u'last_day': 5}",python
django-codenerix-invoicing,,pypi,"{'overall': 28310, u'last_month': 155, u'last_week': 44, u'last_day': 4}",python
django-codenerix-products,,pypi,"{'overall': 26734, u'last_month': 166, u'last_week': 43, u'last_day': 5}",python
django-cognito,,pypi,"{'overall': 8529, u'last_month': 99, u'last_week': 15, u'last_day': 4}",python
django-compass2,,pypi,"{u'last_month': 36, u'last_week': 8, u'last_day': 3}",python
django_competition,,pypi,{},python
django-conch,,pypi,"{'overall': 514, u'last_month': 34, u'last_week': 6, u'last_day': 3}",python
django-condition-chain,,pypi,"{'overall': 2378, u'last_month': 41, u'last_week': 13, u'last_day': 3}",python
django-conduit,,pypi,"{'overall': 930, u'last_month': 42, u'last_week': 8, u'last_day': 3}",python
django-configglue,,pypi,"{'overall': 2848, u'last_month': 52, u'last_week': 17, u'last_day': 3}",python
django-congo,,pypi,"{'overall': 7334, u'last_month': 89, u'last_week': 29, u'last_day': 3}",python
django-credit-cards,,pypi,"{'overall': 914, u'last_month': 68, u'last_week': 28, u'last_day': 2}",python
django_csv_tests,,pypi,{},python
django-dcolumns,,pypi,"{'overall': 7541, u'last_month': 82, u'last_week': 26, u'last_day': 0}",python
django-discounts-cart,,pypi,{},python
django-djent,,pypi,{},python
django-docfield-couchdb,,pypi,{},python
djangodoo,,pypi,{},python
django-dynamic-fixture,,pypi,{},python
django-eel,,pypi,"{'overall': 1042, u'last_month': 33, u'last_week': 8, u'last_day': 0}",python
django-eggplant,,pypi,"{'overall': 15106, u'last_month': 109, u'last_week': 45, u'last_day': 0}",python
django-expression-fields,,pypi,"{'overall': 2737, u'last_month': 42, u'last_week': 12, u'last_day': 3}",python
django-fab-deploy,,pypi,"{'overall': 11369, u'last_month': 191, u'last_week': 39, u'last_day': 4}",python
django-filebrowser-no-grappelli,,pypi,"{'overall': 105478, u'last_month': 22536, u'last_week': 6002, u'last_day': 1649}",python
django-filebrowser-no-grappelli-staff,,pypi,"{'overall': 950, u'last_month': 41, u'last_week': 8, u'last_day': 4}",python
django-filmmap,,pypi,"{'overall': 507, u'last_month': 30, u'last_week': 6, u'last_day': 3}",python
djangofixture,,pypi,{},python
djangofloor,,pypi,"{'overall': 60881, u'last_month': 429, u'last_week': 191, u'last_day': 13}",python
djangoforandroid,,pypi,"{'overall': 13498, u'last_month': 120, u'last_week': 50, u'last_day': 3}",python
django-for-runners,,pypi,"{'overall': 21497, u'last_month': 112, u'last_week': 25, u'last_day': 4}",python
django-genericimports,,pypi,"{'overall': 1602, u'last_month': 35, u'last_week': 9, u'last_day': 3}",python
django-geonames-api,,pypi,"{'overall': 3053, u'last_month': 1131, u'last_week': 505, u'last_day': 69}",python
Django-Gtranslate,,pypi,{},python
django-hamlpy,,pypi,"{'overall': 18855, u'last_month': 2335, u'last_week': 524, u'last_day': 86}",python
django-haystack,,pypi,"{'overall': 361810, u'last_month': 75496, u'last_week': 16270, u'last_day': 3335}",python
django-heroku,,pypi,{},python
django-improved-inlines,,pypi,{},python
django-inoa,,pypi,{},python
django-inventory,,pypi,{},python
django-jadelesscoffee,,pypi,"{'overall': 508, u'last_month': 30, u'last_week': 8, u'last_day': 0}",python
django-jbank,,pypi,"{'overall': 17081, u'last_month': 749, u'last_week': 399, u'last_day': 41}",python
django-json-field,,pypi,"{'overall': 16155, u'last_month': 2108, u'last_week': 644, u'last_day': 271}",python
django-json-rpc,,pypi,"{'overall': 11250, u'last_month': 640, u'last_week': 130, u'last_day': 20}",python
django-keyerror,,pypi,"{'overall': 7720, u'last_month': 162, u'last_week': 40, u'last_day': 13}",python
django-kitsune,,pypi,"{'overall': 3450, u'last_month': 49, u'last_week': 12, u'last_day': 3}",python
django-latex,,pypi,"{'overall': 539, u'last_month': 39, u'last_week': 7, u'last_day': 3}",python
django-lbutils,,pypi,"{'overall': 2465, u'last_month': 111, u'last_week': 28, u'last_day': 8}",python
django-lb-workflow,,pypi,"{'overall': 626, u'last_month': 47, u'last_week': 13, u'last_day': 5}",python
django-ledger,,pypi,"{'overall': 369, u'last_month': 11, u'last_week': 3, u'last_day': 1}",python
django-lfs,,pypi,"{'overall': 46100, u'last_month': 317, u'last_week': 144, u'last_day': 5}",python
django-limbo,,pypi,"{'overall': 2028, u'last_month': 39, u'last_week': 13, u'last_day': 3}",python
django-love-utils,,pypi,"{u'last_month': 28, u'last_week': 7, u'last_day': 3}",python
django-math-captcha,,pypi,"{'overall': 526, u'last_month': 30, u'last_week': 7, u'last_day': 3}",python
django-math-captcha-update,,pypi,"{'overall': 873, u'last_month': 32, u'last_week': 7, u'last_day': 3}",python
django-mfw,,pypi,"{'overall': 3894, u'last_month': 50, u'last_week': 14, u'last_day': 3}",python
django-mini,,pypi,"{'overall': 3906, u'last_month': 48, u'last_week': 16, u'last_day': 3}",python
django-mint,,pypi,"{'overall': 17952, u'last_month': 134, u'last_week': 55, u'last_day': 0}",python
django-modeltranslation-xliff,,pypi,"{'overall': 1011, u'last_month': 40, u'last_week': 10, u'last_day': 0}",python
django-mongo-avatar,,pypi,"{'overall': 1254, u'last_month': 39, u'last_week': 11, u'last_day': 0}",python
django-more,,pypi,"{'overall': 4433, u'last_month': 86, u'last_week': 19, u'last_day': 5}",python
django-nmrpro,,pypi,{},python
django-nomad,,pypi,{},python
django_notifications,,pypi,{},python
django-nvd3,,pypi,{},python
django-ohm2-handlers,,pypi,{},python
django-oneall,,pypi,{},python
django-onmydesk,,pypi,{},python
django-openid-op,,pypi,{},python
django-opqpwd,,pypi,{},python
django-optin,,pypi,{},python
django-oscar-api-checkout,,pypi,{},python
django-padjana-recaptcha,,pypi,"{'overall': 2922, u'last_month': 48, u'last_week': 12, u'last_day': 0}",python
django-pdfgen,,pypi,"{'overall': 988, u'last_month': 52, u'last_week': 18, u'last_day': 5}",python
django-piston,,pypi,"{'overall': 6096, u'last_month': 1395, u'last_week': 355, u'last_day': 50}",python
django-piston3,,pypi,"{'overall': 1544, u'last_month': 72, u'last_week': 9, u'last_day': 4}",python
django-piston-cs,,pypi,"{'overall': 4944, u'last_month': 191, u'last_week': 29, u'last_day': 6}",python
django-plotly-dash,,pypi,"{'overall': 34151, u'last_month': 2507, u'last_week': 377, u'last_day': 99}",python
djangoplus,,pypi,"{'overall': 24767, u'last_month': 134, u'last_week': 56, u'last_day': 3}",python
django-pygments,,pypi,"{'overall': 1327, u'last_month': 293, u'last_week': 52, u'last_day': 7}",python
django_pynuodb,,pypi,{},python
django-pyston,,pypi,"{'overall': 7781, u'last_month': 532, u'last_week': 110, u'last_day': 19}",python
django-pytds,,pypi,"{u'last_month': 171, u'last_week': 50, u'last_day': 14}",python
django-q,,pypi,"{u'last_month': 10154, u'last_week': 2617, u'last_day': 502}",python
django_qbe,,pypi,{},python
django-queue-manager,,pypi,"{u'last_month': 121, u'last_week': 32, u'last_day': 4}",python
django-qwert,,pypi,"{'overall': 3083, u'last_month': 50, u'last_week': 12, u'last_day': 3}",python
django-redisboard,,pypi,"{'overall': 15987, u'last_month': 1484, u'last_week': 347, u'last_day': 70}",python
django-redshift,,pypi,"{'overall': 969, u'last_month': 39, u'last_week': 7, u'last_day': 0}",python
django-remote-image,,pypi,"{u'last_month': 27, u'last_week': 6, u'last_day': 0}",python
django-rest-authtoken,,pypi,"{'overall': 2548, u'last_month': 58, u'last_week': 12, u'last_day': 0}",python
django_restframework_apiview,,pypi,{},python
djangorestframework-composed-permissions,,pypi,"{'overall': 12354, u'last_month': 1820, u'last_week': 380, u'last_day': 66}",python
django-rest-query-params-filter,,pypi,{},python
django-schedule-frinat,,pypi,{},python
Django-Select2-Py3,,pypi,{},python
django-selectable-filter,,pypi,"{'overall': 1250, u'last_month': 30, u'last_week': 7, u'last_day': 0}",python
django-shts3,,pypi,"{'overall': 5659, u'last_month': 80, u'last_week': 18, u'last_day': 5}",python
django-signature,,pypi,"{'overall': 2469, u'last_month': 59, u'last_week': 12, u'last_day': 3}",python
django-simple-captcha,,pypi,"{'overall': 125114, u'last_month': 23242, u'last_week': 5422, u'last_day': 976}",python
django-smart-collectstatic,,pypi,"{u'last_month': 66, u'last_week': 11, u'last_day': 4}",python
django-social-auth3,,pypi,"{'overall': 1807, u'last_month': 60, u'last_week': 15, u'last_day': 3}",python
django-social-friends-finder,,pypi,"{u'last_month': 35, u'last_week': 7, u'last_day': 3}",python
django-softmachine,,pypi,"{'overall': 3193, u'last_month': 50, u'last_week': 11, u'last_day': 4}",python
django-sorcery,,pypi,"{'overall': 59960, u'last_month': 6289, u'last_week': 2181, u'last_day': 373}",python
django-spyglass,,pypi,"{'overall': 507, u'last_month': 30, u'last_week': 6, u'last_day': 3}",python
django-stored-queryset,,pypi,"{'overall': 1690, u'last_month': 51, u'last_week': 9, u'last_day': 0}",python
django-studiogdo,,pypi,"{'overall': 18372, u'last_month': 125, u'last_week': 53, u'last_day': 0}",python
django-submail,,pypi,"{'overall': 6491, u'last_month': 69, u'last_week': 17, u'last_day': 0}",python
django-sunrise,,pypi,"{'overall': 525, u'last_month': 29, u'last_week': 6, u'last_day': 0}",python
django-surround,,pypi,"{'overall': 520, u'last_month': 31, u'last_week': 6, u'last_day': 0}",python
django-swstags,,pypi,"{'overall': 154728, u'last_month': 874, u'last_week': 425, u'last_day': 0}",python
django-symmetric,,pypi,"{'overall': 2431, u'last_month': 42, u'last_week': 11, u'last_day': 0}",python
django-synchro,,pypi,"{'overall': 4880, u'last_month': 192, u'last_week': 57, u'last_day': 4}",python
django-sync-server,,pypi,"{'overall': 2761, u'last_month': 44, u'last_week': 13, u'last_day': 0}",python
django-tables,,pypi,"{'overall': 8501, u'last_month': 314, u'last_week': 190, u'last_day': 2}",python
django-tagulous,,pypi,"{'overall': 13771, u'last_month': 2247, u'last_week': 707, u'last_day': 143}",python
django-template-repl,,pypi,"{'overall': 7489, u'last_month': 1673, u'last_week': 448, u'last_day': 86}",python
django-thermostat,,pypi,{},python
djangothis,,pypi,{},python
django-thjodskra,,pypi,{},python
django-tilda,,pypi,{},python
Django-transactional,,pypi,{},python
django-twemoir,,pypi,"{'overall': 3942, u'last_month': 47, u'last_week': 15, u'last_day': 1}",python
django-ultracache,,pypi,"{'overall': 26034, u'last_month': 435, u'last_week': 103, u'last_day': 18}",python
django-urlcompass,,pypi,"{'overall': 888, u'last_month': 32, u'last_week': 7, u'last_day': 1}",python
django-url-imaging,,pypi,"{'overall': 2764, u'last_month': 41, u'last_week': 13, u'last_day': 1}",python
django-uswds-forms,,pypi,"{'overall': 856, u'last_month': 61, u'last_week': 11, u'last_day': 3}",python
django-uwsgi,,pypi,"{'overall': 14196, u'last_month': 1682, u'last_week': 394, u'last_day': 71}",python
django-walking-settings,,pypi,"{'overall': 887, u'last_month': 32, u'last_week': 7, u'last_day': 2}",python
django-wapiti,,pypi,"{'overall': 3584, u'last_month': 102, u'last_week': 25, u'last_day': 6}",python
django-ya-model-publisher,,pypi,"{'overall': 18072, u'last_month': 222, u'last_week': 54, u'last_day': 14}",python
django_youtrack,,pypi,{},python
django_yubico,,pypi,{},python
djaodjin-deployutils,,pypi,"{'overall': 14231, u'last_month': 177, u'last_week': 70, u'last_day': 11}",python
dj_auth,,pypi,{},python
djcomp,,pypi,"{'overall': 1361, u'last_month': 33, u'last_week': 8, u'last_day': 3}",python
dj-dash-repo,,pypi,"{'overall': 1418, u'last_month': 885, u'last_week': 270, u'last_day': 38}",python
djingles,,pypi,"{'overall': 6426, u'last_month': 65, u'last_week': 22, u'last_day': 3}",python
DjPj,,pypi,{},python
djzen,,pypi,"{'overall': 5106, u'last_month': 51, u'last_week': 11, u'last_day': 1}",python
dkimpy-milter,,pypi,"{'overall': 3835, u'last_month': 46, u'last_week': 15, u'last_day': 1}",python
dkpro-cassis,,pypi,"{'overall': 470, u'last_month': 48, u'last_week': 48, u'last_day': 0}",python
dk-template,,pypi,"{'overall': 1681, u'last_month': 43, u'last_week': 10, u'last_day': 1}",python
dlatk,,pypi,"{'overall': 2518, u'last_month': 41, u'last_week': 11, u'last_day': 1}",python
dmoj,,pypi,"{'overall': 3809, u'last_month': 917, u'last_week': 289, u'last_day': 39}",python
dm.zope.rpc,,pypi,{},python
dnachisel,,pypi,{},python
dnsdiag,,pypi,{},python
dnskeeper,,pypi,{},python
dns_sprockets,,pypi,{},python
dnsupdate,,pypi,{},python
dnuos,,pypi,{},python
dobro,,pypi,{},python
doc484,,pypi,{},python
docargs,,pypi,{},python
docassemble.base,,pypi,{},python
docassemble.webapp,,pypi,{},python
docbench,,pypi,{},python
docker-console,,pypi,{},python
docker-debug,,pypi,{},python
docker-emperor,,pypi,{},python
docker-forklift,,pypi,{},python
docker-interface,,pypi,{},python
docker-record,,pypi,{},python
docker-registry,,pypi,{},python
dockerscan,,pypi,"{'overall': 1467, u'last_month': 110, u'last_week': 17, u'last_day': 3}",python
dockerspawner,,pypi,"{'overall': 23379, u'last_month': 3519, u'last_week': 874, u'last_day': 188}",python
dockwrkr,,pypi,"{'overall': 5849, u'last_month': 86, u'last_week': 20, u'last_day': 1}",python
docky,,pypi,"{'overall': 10226, u'last_month': 639, u'last_week': 264, u'last_day': 31}",python
Doconce,,pypi,{},python
docpie,,pypi,"{'overall': 25177, u'last_month': 204, u'last_week': 40, u'last_day': 1}",python
docraptor,,pypi,"{'overall': 12089, u'last_month': 1431, u'last_week': 316, u'last_day': 82}",python
docria,,pypi,"{'overall': 1527, u'last_month': 61, u'last_week': 11, u'last_day': 1}",python
doctest2,,pypi,"{'overall': 1093, u'last_month': 78, u'last_week': 22, u'last_day': 1}",python
doctor,,pypi,"{'overall': 25995, u'last_month': 667, u'last_week': 350, u'last_day': 35}",python
DocumentTemplate,,pypi,{},python
docutils,,pypi,"{'overall': 137037304, u'last_month': 31099645, u'last_week': 7531719, u'last_day': 1236135}",python
dodo_commands,,pypi,{},python
dodoo-migrator,,pypi,"{'overall': 1396, u'last_month': 208, u'last_week': 89, u'last_day': 2}",python
DogPush,,pypi,{},python
doh-proxy,,pypi,"{'overall': 5222, u'last_month': 183, u'last_week': 34, u'last_day': 7}",python
dohq-youtrack,,pypi,"{'overall': 11040, u'last_month': 862, u'last_week': 126, u'last_day': 15}",python
doit,,pypi,"{'overall': 49449, u'last_month': 10392, u'last_week': 3331, u'last_day': 786}",python
dojango,,pypi,"{'overall': 6693, u'last_month': 570, u'last_week': 142, u'last_day': 32}",python
dojson,,pypi,"{'overall': 21908, u'last_month': 3628, u'last_week': 1117, u'last_day': 180}",python
dolmenproject,,pypi,"{u'last_month': 35, u'last_week': 7, u'last_day': 1}",python
domaintypesystem,,pypi,"{u'last_month': 108, u'last_week': 24, u'last_day': 1}",python
dominator,,pypi,"{u'last_month': 238, u'last_week': 114, u'last_day': 1}",python
donkeycar,,pypi,"{u'last_month': 212, u'last_week': 36, u'last_day': 3}",python
donut,,pypi,"{u'last_month': 44, u'last_week': 13, u'last_day': 1}",python
donuts,,pypi,"{u'last_month': 52, u'last_week': 13, u'last_day': 1}",python
doodle-dashboard,,pypi,"{u'last_month': 44, u'last_week': 12, u'last_day': 1}",python
dookumentation,,pypi,"{u'last_month': 122, u'last_week': 21, u'last_day': 1}",python
DoorPi,,pypi,{},python
Doorstop,,pypi,{},python
Doozer,,pypi,{},python
dophon,,pypi,"{u'last_month': 2351, u'last_week': 1044, u'last_day': 133}",python
dophon_cloud_center,,pypi,{},python
DoraClient,,pypi,{},python
dormouse,,pypi,"{u'last_month': 74, u'last_week': 23, u'last_day': 10}",python
dorthrithil-networkx,,pypi,"{u'last_month': 50, u'last_week': 9, u'last_day': 2}",python
dorthy,,pypi,"{u'last_month': 94, u'last_week': 37, u'last_day': 1}",python
dotbox,,pypi,"{u'last_month': 29, u'last_week': 7, u'last_day': 1}",python
dotconf,,pypi,"{u'last_month': 74, u'last_week': 16, u'last_day': 1}",python
dotfav,,pypi,"{u'last_month': 30, u'last_week': 6, u'last_day': 1}",python
dotfiles,,pypi,"{u'last_month': 287, u'last_week': 70, u'last_day': 4}",python
dotjs,,pypi,"{u'last_month': 57, u'last_week': 13, u'last_day': 1}",python
dotted,,pypi,"{u'last_month': 1751, u'last_week': 420, u'last_day': 101}",python
dottorrent,,pypi,"{u'last_month': 156, u'last_week': 45, u'last_day': 3}",python
Douwa-Meta,,pypi,{},python
douyin,,pypi,"{u'last_month': 304, u'last_week': 60, u'last_day': 8}",python
dovecot-userpassdb,,pypi,"{u'last_month': 42, u'last_week': 8, u'last_day': 1}",python
dp4gp,,pypi,"{u'last_month': 33, u'last_week': 10, u'last_day': 1}",python
DPark,,pypi,{},python
dpay,,pypi,"{u'last_month': 68, u'last_week': 17, u'last_day': 1}",python
dpaycli,,pypi,"{u'last_month': 37, u'last_week': 9, u'last_day': 1}",python
dpay-lib,,pypi,"{u'last_month': 71, u'last_week': 14, u'last_day': 1}",python
dphoyes.gicosf,,pypi,"{u'last_month': 46, u'last_week': 14, u'last_day': 0}",python
DPLib,,pypi,{},python
dploy,,pypi,"{u'last_month': 61, u'last_week': 26, u'last_day': 1}",python
dproxify,,pypi,"{u'last_month': 39, u'last_week': 11, u'last_day': 1}",python
dp-tornado,,pypi,"{u'last_month': 413, u'last_week': 147, u'last_day': 7}",python
dput,,pypi,"{u'last_month': 35, u'last_week': 8, u'last_day': 1}",python
dqo,,pypi,"{u'last_month': 33, u'last_week': 7, u'last_day': 1}",python
dqsegdb,,pypi,"{u'last_month': 437, u'last_week': 81, u'last_day': 23}",python
dragonfire,,pypi,"{u'last_month': 132, u'last_week': 43, u'last_day': 1}",python
dragonkeeper,,pypi,"{u'last_month': 33, u'last_week': 8, u'last_day': 1}",python
drain,,pypi,"{u'last_month': 1111, u'last_week': 317, u'last_day': 54}",python
dramatiq,,pypi,"{u'last_month': 5510, u'last_week': 1588, u'last_day': 238}",python
draxoft.pkginfo,,pypi,"{u'last_month': 26, u'last_week': 5, u'last_day': 0}",python
drchitu.XMLTransformer,,pypi,{},python
drcsterm,,pypi,"{u'last_month': 77, u'last_week': 15, u'last_day': 1}",python
dreampie,,pypi,"{u'last_month': 102, u'last_week': 27, u'last_day': 1}",python
drf-api-actions,,pypi,"{u'last_month': 36, u'last_week': 11, u'last_day': 1}",python
drink,,pypi,"{u'last_month': 260, u'last_week': 47, u'last_day': 2}",python
drizzle,,pypi,"{u'last_month': 77, u'last_week': 14, u'last_day': 2}",python
drizzlepac,,pypi,"{u'last_month': 83, u'last_week': 23, u'last_day': 3}",python
drm4g,,pypi,"{u'last_month': 53, u'last_week': 21, u'last_day': 2}",python
dronekit-textmessaging,,pypi,"{u'last_month': 31, u'last_week': 7, u'last_day': 1}",python
dronestore,,pypi,"{u'last_month': 57, u'last_week': 20, u'last_day': 1}",python
dronin-pyqtgraph,,pypi,"{u'last_month': 34, u'last_week': 8, u'last_day': 2}",python
dropbox,,pypi,"{u'last_month': 126868, u'last_week': 30651, u'last_day': 5068}",python
DrQueueIPython,,pypi,{},python
drucker-client,,pypi,"{u'last_month': 1374, u'last_week': 521, u'last_day': 70}",python
druid-cli,,pypi,"{u'last_month': 42, u'last_week': 12, u'last_day': 1}",python
drums-daemon,,pypi,"{u'last_month': 34, u'last_week': 8, u'last_day': 1}",python
drymass,,pypi,"{u'last_month': 1104, u'last_week': 520, u'last_day': 70}",python
dr-zoidberg,,pypi,"{u'last_month': 84, u'last_week': 23, u'last_day': 1}",python
dsari,,pypi,"{u'last_month': 36, u'last_week': 9, u'last_day': 1}",python
dse-driver,,pypi,"{u'last_month': 2147, u'last_week': 543, u'last_day': 90}",python
dsjk,,pypi,"{u'last_month': 33, u'last_week': 7, u'last_day': 1}",python
dsplice,,pypi,"{u'last_month': 27, u'last_week': 6, u'last_day': 1}",python
dss,,pypi,"{u'last_month': 55, u'last_week': 14, u'last_day': 2}",python
dtfabric,,pypi,"{u'last_month': 803, u'last_week': 367, u'last_day': 48}",python
DTL,,pypi,{},python
duckpond,,pypi,"{u'last_month': 69, u'last_week': 27, u'last_day': 1}",python
ducky,,pypi,"{u'last_month': 37, u'last_week': 9, u'last_day': 1}",python
DuctApe,,pypi,{},python
ducted,,pypi,"{u'last_month': 31, u'last_week': 10, u'last_day': 1}",python
dueros-bot,,pypi,"{u'last_month': 105, u'last_week': 32, u'last_day': 1}",python
duinobot,,pypi,"{u'last_month': 55, u'last_week': 18, u'last_day': 1}",python
duinobot-socks,,pypi,"{u'last_month': 104, u'last_week': 29, u'last_day': 9}",python
dukepy,,pypi,"{u'last_month': 72, u'last_week': 20, u'last_day': 2}",python
Dulcinea,,pypi,{},python
dumpmyrepos,,pypi,"{'overall': 961, u'last_month': 51, u'last_week': 14, u'last_day': 1}",python
dungeon-n-python,,pypi,"{'overall': 471, u'last_month': 35, u'last_week': 7, u'last_day': 1}",python
duniter-mirage,,pypi,"{'overall': 10985, u'last_month': 90, u'last_week': 22, u'last_day': 2}",python
duniterpy,,pypi,"{'overall': 30147, u'last_month': 198, u'last_week': 53, u'last_day': 4}",python
duplex,,pypi,"{'overall': 512, u'last_month': 31, u'last_week': 7, u'last_day': 2}",python
duplicity,,pypi,"{'overall': 3446, u'last_month': 570, u'last_week': 119, u'last_day': 21}",python
DustCli,,pypi,{},python
dust-extinction,,pypi,"{'overall': 600, u'last_month': 49, u'last_week': 14, u'last_day': 1}",python
duxlot,,pypi,"{'overall': 4204, u'last_month': 239, u'last_week': 28, u'last_day': 1}",python
dvtDecimal,,pypi,{},python
dwollaswagger,,pypi,"{'overall': 5050, u'last_month': 151, u'last_week': 54, u'last_day': 10}",python
dwq,,pypi,"{'overall': 29336, u'last_month': 1484, u'last_week': 831, u'last_day': 111}",python
dxfstructure,,pypi,"{'overall': 4781, u'last_month': 67, u'last_week': 18, u'last_day': 1}",python
Dyko,,pypi,{},python
dynamic-forms,,pypi,"{u'last_month': 29, u'last_week': 6, u'last_day': 1}",python
dynamo-store,,pypi,"{u'last_month': 96, u'last_week': 23, u'last_day': 1}",python
DynaPy,,pypi,{},python
dynaspy,,pypi,"{u'last_month': 31, u'last_week': 7, u'last_day': 1}",python
dynmen,,pypi,"{u'last_month': 66, u'last_week': 15, u'last_day': 1}",python
dyools,,pypi,"{u'last_month': 68, u'last_week': 19, u'last_day': 3}",python
Dyson,,pypi,{},python
DYV,,pypi,{},python
dyz,,pypi,"{u'last_month': 206, u'last_week': 77, u'last_day': 1}",python
e4u,,pypi,"{u'last_month': 103, u'last_week': 41, u'last_day': 6}",python
each,,pypi,"{u'last_month': 49, u'last_week': 15, u'last_day': 2}",python
eas,,pypi,"{u'last_month': 38, u'last_week': 8, u'last_day': 1}",python
easybuild-framework,,pypi,"{u'last_month': 3060, u'last_week': 739, u'last_day': 67}",python
EasyCluster,,pypi,{},python
easycommandline,,pypi,"{u'last_month': 38, u'last_week': 10, u'last_day': 1}",python
easyconfig,,pypi,"{u'last_month': 35, u'last_week': 7, u'last_day': 1}",python
easyentry,,pypi,"{u'last_month': 45, u'last_week': 9, u'last_day': 1}",python
easypg,,pypi,"{u'last_month': 36, u'last_week': 10, u'last_day': 2}",python
easysetup,,pypi,"{u'last_month': 624, u'last_week': 146, u'last_day': 20}",python
easysetuppy,,pypi,"{u'last_month': 79, u'last_week': 18, u'last_day': 1}",python
easyshell,,pypi,"{u'last_month': 72, u'last_week': 25, u'last_day': 1}",python
easyspider,,pypi,"{u'last_month': 52, u'last_week': 18, u'last_day': 1}",python
easyTCP,,pypi,{},python
easytextract,,pypi,"{u'last_month': 120, u'last_week': 29, u'last_day': 1}",python
EasyTravel,,pypi,{},python
EasyWidgets,,pypi,{},python
eazebot,,pypi,"{u'last_month': 4658, u'last_week': 1440, u'last_day': 183}",python
eazytext,,pypi,"{u'last_month': 40, u'last_week': 9, u'last_day': 1}",python
ec2_deploy,,pypi,{},python
ec2inst,,pypi,"{u'last_month': 34, u'last_week': 9, u'last_day': 1}",python
ec2-ssh,,pypi,"{u'last_month': 469, u'last_week': 101, u'last_day': 23}",python
ec2ssh2,,pypi,"{u'last_month': 30, u'last_week': 6, u'last_day': 1}",python
ec3,,pypi,"{u'last_month': 32, u'last_week': 7, u'last_day': 1}",python
echafaudage,,pypi,"{u'last_month': 28, u'last_week': 6, u'last_day': 1}",python
eciespy,,pypi,"{u'last_month': 1723, u'last_week': 425, u'last_day': 73}",python
Ecks,,pypi,{},python
eClaircie,,pypi,{},python
eclsdk,,pypi,"{u'last_month': 141, u'last_week': 33, u'last_day': 2}",python
ecm,,pypi,"{u'last_month': 83, u'last_week': 33, u'last_day': 1}",python
ecohydrolib,,pypi,"{u'last_month': 91, u'last_week': 34, u'last_day': 1}",python
ecstools,,pypi,"{u'last_month': 70, u'last_week': 15, u'last_day': 1}",python
edbob,,pypi,"{u'last_month': 425, u'last_week': 190, u'last_day': 55}",python
Eden,,pypi,{},python
edgex-access,,pypi,"{u'last_month': 52, u'last_week': 11, u'last_day': 1}",python
edgy.project,,pypi,"{u'last_month': 201, u'last_week': 45, u'last_day': 2}",python
edina,,pypi,"{u'last_month': 36, u'last_week': 9, u'last_day': 1}",python
edison-dictionary-api,,pypi,"{u'last_month': 53, u'last_week': 14, u'last_day': 1}",python
edison-feeds-api,,pypi,"{u'last_month': 53, u'last_week': 12, u'last_day': 1}",python
edition1.menu,,pypi,"{u'last_month': 37, u'last_week': 10, u'last_day': 0}",python
edition1.twitterportletfix,,pypi,"{u'last_month': 32, u'last_week': 4, u'last_day': 0}",python
Editobj3,,pypi,{},python
Editra,,pypi,{},python
edrnsite.collaborations,,pypi,"{u'last_month': 46, u'last_week': 10, u'last_day': 0}",python
edrnsite.vanity,,pypi,"{u'last_month': 35, u'last_week': 8, u'last_day': 0}",python
edubeam,,pypi,"{u'last_month': 38, u'last_week': 10, u'last_day': 1}",python
eeapp,,pypi,"{u'last_month': 2791, u'last_week': 818, u'last_day': 113}",python
efs,,pypi,"{u'last_month': 53, u'last_week': 16, u'last_day': 1}",python
egads,,pypi,"{u'last_month': 36, u'last_week': 9, u'last_day': 1}",python
egads-lineage,,pypi,"{u'last_month': 42, u'last_week': 13, u'last_day': 1}",python
eggmonster,,pypi,"{u'last_month': 53, u'last_week': 20, u'last_day': 1}",python
eGo,,pypi,{},python
