source,target,distance
auth0/auth0-php,auth0/auth0-php,0
arcanedev/log-viewer,arcanedev/log-viewer,0
barryvdh/elfinder-flysystem-driver,barryvdh/elfinder-flysystem-driver,0
artisaninweb/laravel-soap,artisaninweb/laravel-soap,0
behat/sahi-client,behat/sahi-client,0
barryvdh/laravel-elfinder,barryvdh/laravel-elfinder,0
behat/mink-sahi-driver,behat/mink-sahi-driver,0
bex/behat-screenshot,bex/behat-screenshot,0
bex/behat-extension-driver-locator,bex/behat-extension-driver-locator,0
arrilot/laravel-widgets,arrilot/laravel-widgets,0
asm89/twig-lint,asm89/twig-lint,0
bjeavons/zxcvbn-php,bjeavons/zxcvbn-php,0
besimple/soap,besimple/soap,0
avalanche123/imagine-bundle,avalanche123/imagine-bundle,0
apigen/apigen,apigen/apigen,0
bjyoungblood/bjy-authorize,bjyoungblood/bjy-authorize,0
behat/mink-selenium-driver,behat/mink-selenium-driver,0
behat/mink-selenium-driver,behat/mink-selenium2-driver,1
arvenil/ninja-mutex,arvenil/ninja-mutex,0
bernard/bernard,bernard/bernard,0
appium/php-client,appium/php-client,0
besimple/i18n-routing-bundle,besimple/i18n-routing-bundle,0
apy/datagrid-bundle,apy/datagrid-bundle,0
aws/aws-sdk-php-zf2,aws/aws-sdk-php-zf2,0
backup-manager/backup-manager,backup-manager/backup-manager,0
aura/sqlquery,aura/sqlquery,0
barryvdh/laravel-translation-manager,barryvdh/laravel-translation-manager,0
aura/sql,aura/sql,0
bacon/bacon-string-utils,bacon/bacon-string-utils,0
backpack/base,backpack/base,0
api-platform/api-pack,api-platform/api-pack,0
artesaos/seotools,artesaos/seotools,0
bernard/normalt,bernard/normalt,0
backpack/crud,backpack/crud,0
automattic/woocommerce,automattic/woocommerce,0
beberlei/metrics,beberlei/metrics,0
api-platform/schema-generator,api-platform/schema-generator,0
backup-manager/laravel,backup-manager/laravel,0
aura/di,aura/cli,2
aura/di,aura/di,0
aura/di,aura/uri,2
behat/web-api-extension,behat/web-api-extension,0
apigen/theme-bootstrap,apigen/theme-bootstrap,0
balanced/balanced,balanced/balanced,0
apigen/theme-default,apigen/theme-default,0
bantu/ini-get-wrapper,bantu/ini-get-wrapper,0
artdarek/oauth-4-laravel,artdarek/oauth-4-laravel,0
bjyoungblood/bjy-profiler,bjyoungblood/bjyprofiler,1
bjyoungblood/bjy-profiler,bjyoungblood/bjy-profiler,0
aura/router,aura/router,0
authy/php,authy/php,0
bcc/resque-bundle,bcc/resque-bundle,0
aws/aws-sdk-php-silex,aws/aws-sdk-php-silex,0
cakephp/database,basephp/database,2
aporat/store-receipt-validator,aporat/store-receipt-validator,0
apple/apn-push,apple/apn-push,0
azuyalabs/yasumi,azuyalabs/yasumi,0
backpack/generators,backpack/generators,0
aydin-hassan/magento-core-composer-installer,aydin-hassan/magento-core-composer-installer,0
basecrm/basecrm-php,basecrm/basecrm-php,0
auth0/login,auth0/login,0
appstract/laravel-opcache,appstract/laravel-opcache,0
appstract/lush-http,appstract/lush-http,0
aura/cli,aura/cli,0
aura/cli,aura/di,2
aura/cli,aura/uri,2
aura/session,aura/session,0
art4/json-api-client,art4/json-api-client,0
atoum/atoum-bundle,atoum/atoum-bundle,0
aweber/aweber,aweber/aweber,0
bcncommerce/json-stream,bcncommerce/json-stream,0
appzcoder/crud-generator,appzcoder/crud-generator,0
bernard/bernard-bundle,bernard/bernard-bundle,0
arcanedev/no-captcha,arcanedev/no-captcha,0
behat/mink-bundle,behat/mink-bundle,0
basho/riak,basho/riak,0
benconstable/phpspec-laravel,benconstable/phpspec-laravel,0
asofter/yii2-imperavi-redactor,asofter/yii2-imperavi-redactor,0
athari/yalinqo,athari/yalinqo,0
aura/filter,aura/filter,0
bkwld/croppa,bkwld/croppa,0
bcremer/line-reader,bcremer/line-reader,0
asyncphp/doorman,asyncphp/doorman,0
atyagi/elasticache-laravel,atyagi/elasticache-laravel,0
backpack/permissionmanager,backpack/permissionmanager,0
bican/roles,bican/roles,0
atoum/stubs,atoum/stubs,0
apy/breadcrumbtrail-bundle,apy/breadcrumbtrail-bundle,0
berkayk/onesignal-laravel,berkayk/onesignal-laravel,0
applitools/eyes.sdk.php,applitools/eyes.sdk.php,0
baopham/dynamodb,baopham/dynamodb,0
backpack/settings,backpack/settings,0
avalara/avatax,avalara/avatax,0
besimple/sso-auth-bundle,besimple/sso-auth-bundle,0
athena-oss/php-fluent-http-client,athena-oss/php-fluent-http-client,0
athena-oss/php-fluent-webdriver-client,athena-oss/php-fluent-webdriver-client,0
avanzu/admin-theme-bundle,avanzu/admin-theme-bundle,0
appzcoder/lumen-routes-list,appzcoder/lumen-routes-list,0
athletic/athletic,athletic/athletic,0
beryllium/cachebundle,beryllium/cachebundle,0
avalara/avataxclient,avalara/avataxclient,0
bitpay/php-client,bitpay/php-client,0
barryvdh/laravel-httpcache,barryvdh/laravel-httpcache,0
besimple/soap-wsdl,besimple/soap-wsdl,0
besimple/soap-bundle,besimple/soap-bundle,0
appstract/laravel-blade-directives,appstract/laravel-blade-directives,0
bitgrave/barcode-bundle,bitgrave/barcode-bundle,0
arcturial/clickatell,arcturial/clickatell,0
baopham/api-mocker,baopham/api-mocker,0
hoa/socket,aza/socket,2
bepsvpt/secure-headers,bepsvpt/secure-headers,0
babenkoivan/scout-elasticsearch-driver,babenkoivan/scout-elasticsearch-driver,0
bkhrupa/kohana-rediscache,bkhrupa/kohana-rediscache,0
aura/web,arc/web,2
aura/web,aura/web,0
asci/omnipay-sofort,asci/omnipay-sofort,0
aws/aws-sdk-php-resources,aws/aws-sdk-php-resources,0
barryvdh/laravel-stack-middleware,barryvdh/laravel-stack-middleware,0
api-skeletons/zf-oauth2-doctrine,api-skeletons/zf-oauth2-doctrine,0
backpack/pagemanager,backpack/pagemanager,0
bitwasp/buffertools,bitwasp/buffertools,0
bcc/cron-manager-bundle,bcc/cron-manager-bundle,0
bazilio/yii2-newrelic,bazilio/yii2-newrelic,0
benhawker/pipedrive,benhawker/pipedrive,0
barryvdh/laravel-async-queue,barryvdh/laravel-async-queue,0
bamarni/composer-bin-plugin,bamarni/composer-bin-plugin,0
beberlei/porpaginas,beberlei/porpaginas,0
barracudanetworks/archivestream-php,barracudanetworks/archivestream-php,0
babdev/transifex,babdev/transifex,0
backpack/logmanager,backpack/logmanager,0
apimatic/jsonmapper,apimatic/jsonmapper,0
assertchris/hash-compat,assertchris/hash-compat,0
besimple/soap-server,besimple/soap-server,0
barbieswimcrew/zip-code-validator,barbieswimcrew/zip-code-validator,0
bitwasp/secp256k1-php,bitwasp/secp256k1-php,0
bcosca/fatfree,bcosca/fatfree,0
aura/html,aura/http,2
aura/html,arc/html,2
aura/html,aura/html,0
artdarek/pusherer,artdarek/pusherer,0
avro/case-bundle,avro/csv-bundle,2
avro/case-bundle,avro/case-bundle,0
binsoul/net-mqtt-client-react,binsoul/net-mqtt-client-react,0
binsoul/net-mqtt,binsoul/net-mqtt,0
bitwasp/bitcoin,bitwasp/bitcoin,0
bitwasp/bitcoin,bitswap/bitcoin,2
aura/payload-interface,aura/payload-interface,0
bigcommerce/api,bigcommerce/api,0
atoum/reports-extension,atoum/reports-extension,0
api-skeletons/zf-doctrine-module-zend-hydrator,api-skeletons/zf-doctrine-module-zend-hydrator,0
aws/aws-sdk-php-v3-bridge,aws/aws-sdk-php-v3-bridge,0
awjudd/feed-reader,awjudd/feed-reader,0
cache/cache,bcache/bcache,2
badcow/lorem-ipsum,badcow/lorem-ipsum,0
behat-extension/doctrine-data-fixtures-extension,behat-extension/doctrine-data-fixtures-extension,0
backpack/backupmanager,backpack/backupmanager,0
axisofstevil/stop-words,axisofstevil/stop-words,0
aura/accept,aura/accept,0
arcticfalcon/laravel-analytics,arcticfalcon/laravel-analytics,0
atrox/matcher,atrox/matcher,0
behat/common-formatters,behat/common-formatters,0
be2bill/php-merchant-api,be2bill/php-merchant-api,0
beatswitch/lock,beatswitch/lock,0
artesaos/defender,artesaos/defender,0
beheh/flaps,beheh/flaps,0
aura/payload,aura/payload,0
aseo/api,aseo/api,0
belphemur/laravel-gettext,belphemur/laravel-gettext,0
beelab/bowerphp,beelab/bowerphp,0
big-shark/sql-to-builder,big-shark/sql-to-builder,0
axy/backtrace,axy/backtrace,0
bheller/images-generator,bheller/images-generator,0
bamarni/omnipay-ideal,bamarni/omnipay-ideal,0
approached/laravel-image-optimizer,approached/laravel-image-optimizer,0
beelab/recaptcha2-bundle,beelab/recaptcha2-bundle,0
axy/errors,axy/errors,0
bcc/extra-tools-bundle,bcc/extra-tools-bundle,0
axy/sourcemap,axy/sourcemap,0
baibaratsky/php-webmoney,baibaratsky/php-webmoney,0
axy/codecs-base64vlq,axy/codecs-base64vlq,0
ausi/slug-generator,ausi/slug-generator,0
beyondcode/laravel-self-diagnosis,beyondcode/laravel-self-diagnosis,0
blablacar/memcached-client,blablacar/memcached-client,0
bassjobsen/bootstrap-3-typeahead,bassjobsen/bootstrap-3-typeahead,0
baibaratsky/php-wmsigner,baibaratsky/php-wmsigner,0
aura/view,aura/view,0
atoum/telemetry-extension,atoum/telemetry-extension,0
basemkhirat/elasticsearch,basemkhirat/elasticsearch,0
guzzle/plugin,bizzle/plugin,2
birke/rememberme,birke/rememberme,0
blablacar/memcached-bundle,blablacar/memcached-bundle,0
blackknight467/star-rating-bundle,blackknight467/star-rating-bundle,0
blablacar/redis-client,blablacar/redis-client,0
bandwidth/iris,bandwidth/iris,0
basicit/lumen-vendor-publish,basicit/lumen-vendor-publish,0
bear/resource,bear/resource,0
asana/asana,asana/asana,0
backpack/menucrud,backpack/menucrud,0
backpack/langfilemanager,backpack/langfilemanager,0
bensampo/laravel-enum,bensampo/laravel-enum,0
archwisp/php-encrypt-data,archwisp/php-encrypt-data,0
swp/common,aw/common,2
bbit/async-dispatcher-bundle,bbit/async-dispatcher-bundle,0
aura/input,aura/input,0
apoutchika/loremipsum-bundle,apoutchika/loremipsum-bundle,0
aura/autoload,aura/autoload,0
asgardcms/platform,asgardcms/platform,0
barryvdh/laravel-omnipay,barryvdh/laravel-omnipay,0
bcosca/fatfree-core,bcosca/fatfree-core,0
b3it/laravel-memcached-plus,b3it/laravel-memcached-plus,0
bamarni/symfony-console-autocomplete,bamarni/symfony-console-autocomplete,0
asika/autolink,asika/autolink,0
bear/sunday,bear/sunday,0
asgrim/ofxparser,asgrim/ofxparser,0
astina/social-links-bundle,astina/social-links-bundle,0
apix/log,apix/log,0
blablacar/redis-bundle,blablacar/redis-bundle,0
bazilio/yii2-stubs-generator,bazilio/yii2-stubs-generator,0
benji07/akismet-bundle,benji07/akismet-bundle,0
bepsvpt/csp-builder,bepsvpt/csp-builder,0
bepsvpt/hpkp-builder,bepsvpt/hpkp-builder,0
betacie/hooks,betacie/hooks,0
aura/dispatcher,aura/dispatcher,0
arubacao/tld-checker,arubacao/tld-checker,0
arthens/request-signer,arthens/request-signer,0
ashiina/socket.io-emitter,ashiina/socket.io-emitter,0
artem-schander/l5-modular,artem-schander/l5-modular,0
betterbrief/silverstripe-googlemapfield,betterbrief/silverstripe-googlemapfield,0
arachne/container-adapter,arachne/container-adapter,0
benjamincrozat/laravel-dropbox-driver,benjamincrozat/laravel-dropbox-driver,0
bazaarvoice/bazaarvoice-magento2-ext,bazaarvoice/bazaarvoice-magento2-ext,0
arachne/codeception,arachne/codeception,0
aura/marshal,aura/marshal,0
aura/project-kernel,aura/project-kernel,0
asgardcms/core-module,asgardcms/core-module,0
avocode/form-extensions-bundle,avocode/form-extensions-bundle,0
bex/behat-screenshot-image-driver-img42,bex/behat-screenshot-image-driver-img42,0
barryvdh/elfinder-builds,barryvdh/elfinder-builds,0
api-clients/test-utilities,api-clients/test-utilities,0
behance/nbd.php-validation,behance/nbd.php-validation,0
beeketing/tracker-hub,beeketing/tracker-hub,0
beeketing/tracker-hub-bundle,beeketing/tracker-hub-bundle,0
bedezign/yii2-audit,bedezign/yii2-audit,0
mask/mask,ask/ask,2
arcanedev/localization,arcanedev/localization,0
bear/package,bear/package,0
asika/pdf2text,asika/pdf2text,0
psx/cache,apix/cache,2
askedio/laravel5-soft-cascade,askedio/laravel5-soft-cascade,0
askedio/laravel5-soft-cascade,askedio/laravel-soft-cascade,1
asci/omnipay-saferpay,asci/omnipay-saferpay,0
bestmomo/scafold,bestmomo/scafold,0
auth0/jwt-auth-bundle,auth0/jwt-auth-bundle,0
blablacar/i18n-routing-bundle,blablacar/i18n-routing-bundle,0
beberlei/lite-cqrs,beberlei/lite-cqrs,0
beanworks/quickbooks-online-v3-sdk,beanworks/quickbooks-online-v3-sdk,0
atelierdisko/coupon_code,atelierdisko/coupon_code,0
barracudanetworks/forkdaemon-php,barracudanetworks/forkdaemon-php,0
bear/query-repository,bear/query-repository,0
aspose/cloud-sdk-php,aspose/cloud-sdk-php,0
arachne/event-dispatcher,arachne/event-dispatcher,0
bear/app-meta,bear/app-meta,0
appointer/swaggervel,appointer/swaggervel,0
bandwidth-throttle/token-bucket,bandwidth-throttle/token-bucket,0
barracuda/copy,barracuda/copy,0
bcc/auto-mapper-bundle,bcc/auto-mapper-bundle,0
avstudnitz/scopehint2,avstudnitz/scopehint2,0
avstudnitz/scopehint2,avstudnitz/scopehint,1
balping/json-raw-encoder,balping/json-raw-encoder,0
arminvieweg/dce,arminvieweg/dce,0
beyondcode/laravel-query-detector,beyondcode/laravel-query-detector,0
bex/behat-screenshot-image-driver-uploadpie,bex/behat-screenshot-image-driver-uploadpie,0
barryvdh/laravel-vendor-cleanup,barryvdh/laravel-vendor-cleanup,0
ashleydawson/simple-pagination,ashleydawson/simple-pagination,0
benwilkins/laravel-fcm-notification,benwilkins/laravel-fcm-notification,0
asgardcms/workshop-module,asgardcms/workshop-module,0
aura/signal,aura/signal,0
asgardcms/dashboard-module,asgardcms/dashboard-module,0
asgardcms/setting-module,asgardcms/setting-module,0
api-skeletons/zf-oauth2-doctrine-console,api-skeletons/zf-oauth2-doctrine-console,0
behat/environment-loader,behat/environment-loader,0
bamarni/omnipay-saferpay-business,bamarni/omnipay-saferpay-business,0
bizley/migration,bizley/migration,0
blablacar/twig-stamp,blablacar/twig-stamp,0
asgardcms/adminlte-theme,asgardcms/adminlte-theme,0
basvandorst/stravaphp,basvandorst/stravaphp,0
astina/redirect-manager-bundle,astina/redirect-manager-bundle,0
basster/silex-simple-swagger-provider,basster/silex-simple-swagger-provider,0
beanstream/beanstream,beanstream/beanstream,0
bex/behat-magento2-init,bex/behat-magento2-init,0
apix/cache,apix/cache,0
asvae/laravel-api-tester,asvae/laravel-api-tester,0
austinsmorris/doctrine-dbal-datetimeutc,austinsmorris/doctrine-dbal-datetimeutc,0
bex/behat-step-time-logger,bex/behat-step-time-logger,0
bestmomo/laravel-email-confirmation,bestmomo/laravel-email-confirmation,0
bamboohr/phpcs,bamboohr/phpcs,0
asgardcms/flatly-theme,asgardcms/flatly-theme,0
baibaratsky/yii2-rollbar,baibaratsky/yii2-rollbar,0
baibaratsky/yii2-rollbar,baibaratsky/yii-rollbar,1
bkwld/laravel-haml,bkwld/laravel-haml,0
arogachev/yii2-excel,arogachev/yii2-excel,0
asgardcms/media-module,asgardcms/media-module,0
aura/cli-kernel,aura/cli-kernel,0
asgardcms/menu-module,asgardcms/menu-module,0
itkg/core,atk4/core,2
aura/sqlschema,aura/sqlschema,0
bkwld/cloner,bkwld/cloner,0
bitweb/stdlib,bitweb/stdlib,0
asgardcms/page-module,asgardcms/page-module,0
asgardcms/page-module,asgardcms/tag-module,2
bes/mobiledetect-twig-extension,bes/mobiledetect-twig-extension,0
artesaos/laravel-linkedin,artesaos/laravel-linkedin,0
backpack/newscrud,backpack/newscrud,0
bigcommerce-labs/hawk,bigcommerce-labs/hawk,0
axllent/silverstripe-email-obfuscator,axllent/silverstripe-email-obfuscator,0
asgardcms/user-module,asgardcms/user-module,0
appzcoder/laravel-admin,appzcoder/laravel-admin,0
bit3/git-php,bit3/git-php,0
basaltinc/twig-tools,basaltinc/twig-tools,0
atoum/visibility-extension,atoum/visibility-extension,0
bartlett/php-compatinfo,bartlett/php-compatinfo,0
bitgandtter/google-api,bitgandtter/google-api,0
billforward/bf-php,billforward/bf-php,0
arcanedev/seo-helper,arcanedev/seo-helper,0
askedio/laravel-soft-cascade,askedio/laravel5-soft-cascade,1
askedio/laravel-soft-cascade,askedio/laravel-soft-cascade,0
bchecketts/js-beautify,bchecketts/js-beautify,0
bartlett/php-reflect,bartlett/php-reflect,0
beet/box,beet/box,0
biplane/yandex-direct,biplane/yandex-direct,0
beyondcode/laravel-er-diagram-generator,beyondcode/laravel-er-diagram-generator,0
bestit/amazonpay4oxid,bestit/amazonpay4oxid,0
b13/seo_basics,b13/seo_basics,0
behat/debug-extension,behat/debug-extension,0
askedio/laravel5-profanity-filter,askedio/laravel5-profanity-filter,0
bazo/wamp-client,bazo/wamp-client,0
bjyoungblood/bjyprofiler,bjyoungblood/bjyprofiler,0
bjyoungblood/bjyprofiler,bjyoungblood/bjy-profiler,1
apiato/core,apiato/core,0
apiato/core,apitte/core,2
arhframe/yamlarh,arhframe/yamlarh,0
bex/behat-browser-initialiser,bex/behat-browser-initialiser,0
api-clients/rx,api-clients/rx,0
arhframe/util,arhframe/util,0
bear/aura-router-module,bear/aura-router-module,0
asci/track,asci/track,0
asgardcms/translation-module,asgardcms/translation-module,0
appventus/assetic-injector-bundle,appventus/assetic-injector-bundle,0
bamboohr/variable-analysis,bamboohr/variable-analysis,0
bestmomo/filemanager,bestmomo/filemanager,0
arthens/safe-translations,arthens/safe-translations,0
aura/http,aura/http,0
aura/http,aura/html,2
bernardosilva/git-hooks-installer-plugin,bernardosilva/git-hooks-installer-plugin,0
arcanedev/qr-code,arcanedev/qr-code,0
bitbang/http,bitbang/http,0
behance/guzzle-fireclient,behance/guzzle-fireclient,0
authbucket/oauth2-php,authbucket/oauth2-php,0
apinstein/mp,apinstein/mp,0
baibaratsky/yii2-ga-measurement-protocol,baibaratsky/yii2-ga-measurement-protocol,0
atoum/ruler-extension,atoum/ruler-extension,0
arodiss/xls-bundle,arodiss/xls-bundle,0
api-clients/resource,api-clients/resource,0
apollopy/flysystem-aliyun-oss,apollopy/flysystem-aliyun-oss,0
behance/nbd.php-dbal,behance/nbd.php-dbal,0
apinstein/expiring-hash,apinstein/expiring-hash,0
balping/artisan-bash-completion,balping/artisan-bash-completion,0
aptoma/silex-extras,aptoma/silex-extras,0
apitte/core,apiato/core,2
apitte/core,apitte/core,0
barryvdh/laravel-form-bridge,barryvdh/laravel-form-bridge,0
binarytorch/larecipe,binarytorch/larecipe,0
avro/csv-bundle,avro/csv-bundle,0
avro/csv-bundle,avro/case-bundle,2
bigfish/paymentgateway,bigfish/paymentgateway,0
bca/curl,bjz/curl,2
bca/curl,bca/curl,0
api-clients/transport,api-clients/transport,0
bartfeenstra/cldr,bartfeenstra/cldr,0
api-platform/api-platform,api-platform/api-platform,0
bitworking/mimeparse,bitworking/mimeparse,0
asgoodasnu/spreadsheet-excel-writer,asgoodasnu/spreadsheet-excel-writer,0
arsthanea/imagine,arsthanea/imagine,0
atech/sirportly,atech/sirportly,0
apiato/containers-installer,apiato/containers-installer,0
behance/nbd.php-cache,behance/nbd.php-cache,0
bca/laravel-inspect,bca/laravel-inspect,0
bitexpert/composer-authstore-plugin,bitexpert/composer-authstore-plugin,0
barzahlen/barzahlen-php,barzahlen/barzahlen-php,0
bashy/laravel-campaignmonitor,bashy/laravel-campaignmonitor,0
